Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Novelle, Jack",SO-2,1.85m,"6' 0.75""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Novelle, Jack",SO-2,1.81m,"5' 11.25""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Novelle, Jack",SO-2,1.80m,"5' 10.75""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Novelle, Jack",SO-2,1.76m,"5' 9.25""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Novelle, Jack",SO-2,1.75m,"5' 8.75""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Novelle, Jack",SO-2,1.75m,"5' 8.75""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Novelle, Jack",SO-2,1.75m,"5' 8.75""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Novelle, Jack",SO-2,1.72m,"5' 7.75""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Novelle, Jack",SO-2,1.72m,"5' 7.75""",Cornell Invitational,"Apr 6, 2024"
,"Novelle, Jack",SO-2,1.71m,"5' 7.25""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Novelle, Jack",SO-2,1.70m,"5' 7""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Novelle, Jack",SO-2,1.70m,"5' 7""",Midwest Conference Outdoor Championships,"May 10, 2024"
