Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Bell, Jake",FR-1,42.07m,"138' 0""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Bell, Jake",FR-1,41.93m,"137' 7""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Bell, Jake",FR-1,41.82m,"137' 2""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Bell, Jake",FR-1,41.63m,"136' 7""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Bell, Jake",FR-1,41.61m,"136' 6""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Clawson, Ian",SO-2,40.66m,"133' 5""",Cornell Invitational,"Apr 6, 2024"
,"Bell, Jake",FR-1,40.16m,"131' 9""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Bell, Jake",FR-1,40.12m,"131' 7""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Clawson, Ian",SO-2,39.91m,"130' 11""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Clawson, Ian",SO-2,39.83m,"130' 8""",Cornell Invitational,"Apr 6, 2024"
,"Bell, Jake",FR-1,39.82m,"130' 8""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Clawson, Ian",SO-2,39.82m,"130' 8""",Cornell Invitational,"Apr 6, 2024"
,"Bell, Jake",FR-1,39.77m,"130' 6""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Clawson, Ian",SO-2,39.73m,"130' 4""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Bell, Jake",FR-1,39.54m,"129' 9""",Cornell Invitational,"Apr 6, 2024"
,"Clawson, Ian",SO-2,39.52m,"129' 8""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Bell, Jake",FR-1,39.22m,"128' 8""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Bell, Jake",FR-1,39.21m,"128' 8""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Bell, Jake",FR-1,39.16m,"128' 6""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Bell, Jake",FR-1,38.46m,"126' 2""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Clawson, Ian",SO-2,38.13m,"125' 1""",Cornell Invitational,"Apr 6, 2024"
,"Bell, Jake",FR-1,38.07m,"124' 11""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Clawson, Ian",SO-2,38.02m,"124' 9""",Central College Dutch Invitational 2024,"Mar 28, 2024"
,"Clawson, Ian",SO-2,37.89m,"124' 4""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Bell, Jake",FR-1,37.78m,"123' 11""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Bell, Jake",FR-1,37.62m,"123' 5""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Clawson, Ian",SO-2,37.35m,"122' 6""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Clawson, Ian",SO-2,37.00m,"121' 5""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Bean, Garret",JR-3,36.88m,"121' 0""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Clawson, Ian",SO-2,36.77m,"120' 8""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Bean, Garret",JR-3,36.75m,"120' 7""",Cornell Invitational,"Apr 6, 2024"
,"Clawson, Ian",SO-2,36.53m,"119' 10""",Cornell Invitational,"Apr 6, 2024"
