Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 7, 2021 (Sunday)",1:00 PM,Home,Aurora University,"Monmouth, Ill./Monmouth College Softball Field",,,"L,0-4",Box ScoreRecap
"March 7, 2021 (Sunday)",3:00 PM,Home,Aurora University,"Monmouth, Ill./Monmouth College Softball Field",,,"L,0-8",Box ScoreRecap
"March 10, 2021 (Wednesday)",4:00 pm,Away,Fontbonne University,"St. Louis, MO",,,"L,1-3",Box ScoreRecap
"March 10, 2021 (Wednesday)",6:00 p.m.,Away,Fontbonne University,"St. Louis, MO",,,"L,10-118 innings",Box ScoreRecap
"April 2, 2021 (Friday)",1:00 pm,Home,Illinois College,"Monmouth, Ill./Monmouth College Softball Field",,,"L,4-13",Box ScoreRecap
"April 2, 2021 (Friday)",3:00 pm,Home,Illinois College,"Monmouth, Ill./Monmouth College Softball Field",,,"L,0-9",Box ScoreRecap
"April 3, 2021 (Saturday)",1:00 pm,Neutral,Cornell College,"Monmouth, Ill./Monmouth College Softball Field",,,"L,6-78 innings",Box ScoreRecap
"April 3, 2021 (Saturday)",3:00 pm,Neutral,Cornell College,"Monmouth, Ill./Monmouth College Softball Field",,,"L,0-13",Box ScoreRecap
"April 12, 2021 (Monday)",3:00 pm,Away,Knox College,"Galesburg, IL",,,"W,10-2",Box ScoreRecap
"April 12, 2021 (Monday)",5:00 pm,Away,Knox College,"Galesburg, IL",,,"L,3-5",Box ScoreRecap
"April 14, 2021 (Wednesday)",3:00 pm,Home,Illinois College,"Monmouth, Ill./Monmouth College Softball Field",,,"L,0-3",Box ScoreRecap
"April 14, 2021 (Wednesday)",5:00 PM,Home,Illinois College,"Monmouth, Ill./Monmouth College Softball Field",,,"W,2-0",Box ScoreRecap
"April 17, 2021 (Saturday)",1:00 pm,Home,Cornell College,"Monmouth, Ill./Monmouth College Softball Field",,,"L,6-7",Box ScoreRecap
"April 17, 2021 (Saturday)",3:00 pm,Home,Cornell College,"Monmouth, Ill./Monmouth College Softball Field",,,"L,6-710 innings",Box ScoreRecap
"April 22, 2021 (Thursday)",3:00 pm,Away,Illinois College,"Jacksonville, IL",,,"L,0-3",Box Score
"April 22, 2021 (Thursday)",5:00 PM,Away,Illinois College,"Jacksonville, IL",,,"L,3-11",Box Score
"April 24, 2021 (Saturday)",1:00 pm,Home,Knox College,"Monmouth, Ill./Monmouth College Softball Field",,,"W,7-0",Box ScoreRecap
"April 24, 2021 (Saturday)",3:00 pm,Home,Knox College,"Monmouth, Ill./Monmouth College Softball Field",,,"L,2-5",Box ScoreRecap
"April 25, 2021 (Sunday)",1:00 pm,Away,Grinnell College,"Grinnell, IA",,,"W,2-1",Box Score
"April 25, 2021 (Sunday)",3:00 pm,Away,Grinnell College,"Grinnell, IA",,,"L,1-10",Box Score
"April 29, 2021 (Thursday)",3:00 pm,Home,Grinnell College,"Monmouth, Ill./Monmouth College Softball Field",,,Canceled,
"April 29, 2021 (Thursday)",5:00 PM,Home,Grinnell College,"Monmouth, Ill./Monmouth College Softball Field",,,Canceled,
"May 1, 2021 (Saturday)",1:00 pm,Home,Cornell College,"Monmouth, Ill./Monmouth College Softball Field",,,"L,6-8",Box ScoreRecap
"May 1, 2021 (Saturday)",3:00 pm,Home,Cornell College,"Monmouth, Ill./Monmouth College Softball Field",,,"L,4-8",Box ScoreRecap
"May 2, 2021 (Sunday)",1:00 PM,Away,Knox College,"Galesburg, IL",,,"W,9-2",Box ScoreRecap
"May 2, 2021 (Sunday)",3:00 pm,Away,Knox College,"Galesburg, IL",,,"L,2-10",Box ScoreRecap
"May 11, 2021 (Tuesday)",3:00 PM,Home,Grinnell College,"Monmouth, Ill./Monmouth College Softball Field",,,"W,3-0",Box ScoreRecap
"May 11, 2021 (Tuesday)",5:00 pm,Home,Grinnell College,"Monmouth, Ill./Monmouth College Softball Field",,,"L,1-9",Box ScoreRecap
