Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 31, 2013 (Saturday)",9:30 am,Home,Robert Morris University (Ill.)-Springfield,"Monmouth, Ill./Glennie Gymnasium",,,Monmouth College Invitational,"W,3-0",Box ScoreRecap2013 All-Tourney
"August 31, 2013 (Saturday)",2:00 pm,Home,Lincoln Christian University,"Monmouth, Ill./Glennie Gymnasium",,,Monmouth College Invitational,"W,3-2",Box ScoreRecap2013 All-Tourney
"August 31, 2013 (Saturday)",4:00 pm,Home,Iowa Wesleyan College,"Monmouth, Ill./Glennie Gymnasium",,,Monmouth College Invitational,"W,3-2",Box ScoreRecap2013 All-Tourney
"September 6, 2013 (Friday)",5:00 pm,Neutral,Principia College,"Galesburg, IL",,,Knox College Tournament,"L,0-3",Box Score
"September 6, 2013 (Friday)",7:00 pm,Neutral,Coe College,"Galesburg, IL",,,Knox College Tournament,"L,0-3",Box Score
"September 10, 2013 (Tuesday)",7:00 pm,Home,Eureka College,"Monmouth, Ill./Glennie Gymnasium",,,,"W,3-0",Box Score
"September 14, 2013 (Saturday)",11:00 am,Away,Wheaton College (Ill.),"Wheaton, IL",,,Wheaton Quad,"L,0-3",Box Score
"September 14, 2013 (Saturday)",1:30 pm,Neutral,Lakeland College,"Wheaton, IL",,,Wheaton Quad,"L,1-3",Box Score
"September 19, 2013 (Thursday)",7:00 pm,Away,Iowa Wesleyan College,"Mount Pleasant, IA",,,,"W,3-1",Box Score
"September 20, 2013 (Friday)",3:00 pm,Away,Illinois Wesleyan University,"Bloomington, IL",,,IWU Barker Classic,"L,1-3",Box Score
"September 20, 2013 (Friday)",5:00 pm,Neutral,Cornell College,"Bloomington, Ill.",,,IWU Barker Classic,"L,0-3",Box Score
"September 21, 2013 (Saturday)",12:00 pm,Neutral,Lincoln Christian University,"Bloomington, Ill.",,,IWU Barker Classic,"L,0-3",Box Score
"September 21, 2013 (Saturday)",2:00 pm,Neutral,Culver-Stockton College (Mo.),"Bloomington, Ill.",,,IWU Barker Classic,"L,0-3",Box Score
"September 24, 2013 (Tuesday)",7:30 pm,Away,Augustana College (IL),"Rock Island, IL",,,,"L,0-3",Box Score
"September 27, 2013 (Friday)",7:30 pm,Home,Grinnell College,"Monmouth, Ill./Glennie Gymnasium",,,,"W,3-2",Box Score
"October 4, 2013 (Friday)",7:00 pm,Away,Beloit College,"Beloit, WI",,,,"W,3-0",Box Score
"October 5, 2013 (Saturday)",12:00 pm,Away,Lake Forest College,"Lake Forest, IL",,,,"L,1-3",Box Score
"October 8, 2013 (Tuesday)",7:00 pm,Home,Cornell College,"Monmouth, Ill./Glennie Gymnasium",,,,"L,0-3",Box Score
"October 15, 2013 (Tuesday)",7:00 pm,Home,Illinois College,"Monmouth, Ill./Glennie Gymnasium",,,,"W,3-0",Box Score
"October 18, 2013 (Friday)",7:00 pm,Away,Carroll University,"Waukesha, WI",,,,"L,0-3",Box Score
"October 19, 2013 (Saturday)",1:00 pm,Away,Ripon College,"Ripon, WI",,,,"L,0-3",Box Score
"October 25, 2013 (Friday)",7:00 pm,Home,Lawrence University,"Monmouth, Ill./Glennie Gymnasium",,,,"W,3-1",Box Score
"October 26, 2013 (Saturday)",1:00 pm,Home,St. Norbert College,"Monmouth, Ill./Glennie Gymnasium",,,,"L,2-3",Box Score
"October 29, 2013 (Tuesday)",7:00 pm,Away,Knox College,"Galesburg, IL",,,,"W,3-1",Box Score
"November 1, 2013 (Friday)",5:00 pm,Neutral,University of Wisconsin-Eau Claire,"Bloomington, IL",,,IWU Barker Classic,"L,0-3",Box Score
"November 1, 2013 (Friday)",7:00 pm,Away,Illinois Wesleyan University,"Bloomington, IL",,,IWU Barker Classic,"L,0-3",Box Score
"November 2, 2013 (Saturday)",10:00 am,Neutral,North Park University,"Bloomington, IL",,,IWU Barker Classic,"L,1-3",Box Score
"November 2, 2013 (Saturday)",12:00 pm,Neutral,Simpson College,"Bloomington, IL",,,IWU Barker Classic,"L,2-3",Box Score
