Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 30, 2024 (Friday)",4:30 PM CT,Home,Dominican (IL),"Chicago, IL | Stagg Grass Fields",,,,"W,3-0",Box ScoreRecap
"September 1, 2024 (Sunday)",12 PM ET,Away,Alma,"Alma, MI",,,,"W,7-1",Box ScoreRecap
"September 6, 2024 (Friday)",4 PM PT,Neutral,Chapman,"Santa Cruz, CA",,,,"W,5-2",Box ScoreRecap
"September 8, 2024 (Sunday)",10 AM PT,Away,UC-Santa Cruz,"Santa Cruz, CA",,,,"W,3-2",Box ScoreRecap
"September 14, 2024 (Saturday)",1 PM ET,Away,Calvin,"Grand Rapids, MI",,,,"L,1-3",Box ScoreRecap
"September 18, 2024 (Wednesday)",7 PM CT,Away,Wheaton (IL),"Wheaton, IL",,,,"W,2-0",Box ScoreRecap
"September 21, 2024 (Saturday)",12 PM CT,Home,Hope,"Chicago, IL | Stagg Grass Fields",,,,"L,1-2",Box ScoreRecap
"September 24, 2024 (Tuesday)",4 PM CT,Home,North Park,"Chicago, IL | Stagg Grass Fields",,,,"W,6-3",Box ScoreRecap
"September 28, 2024 (Saturday)",2 PM CT,Home,UW-Oshkosh,"Chicago, IL | Stagg Grass Fields",,,,"W,4-1",Box ScoreRecap
"October 1, 2024 (Tuesday)",4 PM CT,Home,North Central (IL),"Chicago, IL | Stagg Grass Fields",,,,"W,4-3",Box ScoreRecap
"October 5, 2024 (Saturday)",5 PM ET,Away,Rochester,"Rochester, NY",,,,"L,1-3",Box ScoreRecap
"October 12, 2024 (Saturday)",6 PM ET,Away,New York University,"Newark, NJ | Lubetkin Field at Mal Sim",,,,"L,0-2",Box ScoreRecap
"October 19, 2024 (Saturday)",11 AM CT,Home,Brandeis,"Chicago, IL | Stagg Grass Fields",,,,"W,4-1",Box ScoreRecap
"October 21, 2024 (Monday)",7 PM CT,Away,Illinois Tech,"Chicago, IL",,,,"T,0-0",Box ScoreRecap
"October 25, 2024 (Friday)",3 PM CT,Home,Case Western Reserve,"Chicago, IL | Stagg Grass Fields",,,,"L,2-3",Box ScoreRecap
"October 27, 2024 (Sunday)",10:30 AM CT,Home,Carnegie Mellon,"Chicago, IL | Stagg Grass Fields",,,,"W,1-0",Box ScoreRecap
"November 2, 2024 (Saturday)",11 AM ET,Away,Emory,"Atlanta, GA",,,,"L,2-3",Box ScoreRecap
"November 9, 2024 (Saturday)",11 AM CT,Home,WashU,"Chicago, IL | Stagg Grass Fields",,,,"T,1-1",Box ScoreRecap
"November 15, 2024 (Friday)",3:30 PM ET,Neutral,Lawrence,"Grand Rapids, MI",,,2024 NCAA Tournament,"W,4-0",Box ScoreRecap
"November 16, 2024 (Saturday)",4 PM ET,Away,Calvin,"Grand Rapids, MI",,,2024 NCAA Tournament,"W,3-1",Box ScoreRecap
"November 23, 2024 (Saturday)",1:30 PM CT,Neutral,Messiah,"St. Louis, MO",,,2024 NCAA Tournament,"W,3-2",Box ScoreRecap
"November 24, 2024 (Sunday)",1 PM CT,Away,WashU,"St. Louis, MO",,,2024 NCAA Tournament,"L,0-1",Box ScoreRecap
