Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 2, 2011 (Friday)",,Home,Dominican University (Ill.),"Beloit, Wis./Flood Arena (Sports Center)",,,"L,0-315-25, 19-25, 13-25",
"September 2, 2011 (Friday)",,Home,John Carroll University,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,0-319-25, 25-27, 20-25",
"September 3, 2011 (Saturday)",,Home,Capital University,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,0-321-25, 17-25, 19-25",
"September 3, 2011 (Saturday)",,Away,Elmhurst College,"Elmhurst, Ill.",,,"L,0-314-25, 16-25, 13-25",
"September 7, 2011 (Wednesday)",,Away,Milwaukee School of Engineering,"Milwaukee, Ill.",,,"L,1-318-25, 25-23, 23-25, 11-25",
"September 7, 2011 (Wednesday)",,Home,Wisconsin Lutheran College,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,0-321-25, 15-25, 15-25",
"September 10, 2011 (Saturday)",,Home,Judson University,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,0-313-25, 17-25, 21-25",
"September 10, 2011 (Saturday)",,Home,University of Dubuque,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,0-319-25, 15-25, 13-25",
"September 14, 2011 (Wednesday)",,Away,Judson University,"Elgin, Ill.",,,"L,0-314-25, 13-25, 20-25",
"September 17, 2011 (Saturday)",,Away,Marian University,"Fond du Lac, Wis.",,,"L,1-318-25, 25-17, 18-25, 17-25",
"September 17, 2011 (Saturday)",,Home,UW-Stevens Point,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,0-317-25, 7-25, 9-25",
"September 20, 2011 (Tuesday)",,Home,Grinnell College,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,1-320-25, 25-23, 15-25, 26-28",
"September 23, 2011 (Friday)",,Away,Monmouth College,"Monmouth, Ill.",,,"L,0-321-25, 14-25, 20-25",
"September 24, 2011 (Saturday)",,Away,Illinois College,"Jacksonville, Ill.",,,"L,1-325-22, 21-25, 18-25, 20-25",
"October 7, 2011 (Friday)",,Away,Coe College,"Cedar Rapids, Iowa",,,"L,0-312-25, 12-25, 19-25",
"October 7, 2011 (Friday)",,Home,Lincoln Christian University,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,0-316-25, 19-25, 19-25",
"October 12, 2011 (Wednesday)",,Away,Carroll University,"Waukesha, Wis.",,,"L,1-318-25, 28-30, 25-23, 21-25",
"October 14, 2011 (Friday)",,Home,St. Norbert College,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,0-313-25, 9-25, 26-28",
"October 19, 2011 (Wednesday)",,Home,Lake Forest College,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,0-313-25, 18-25, 25-27",
"October 22, 2011 (Saturday)",,Home,Knox College,"Beloit, Wis./Flood Arena (Sports Center)",,,"W,3-025-16, 25-20, 25-13",
"October 25, 2011 (Tuesday)",,Away,Wisconsin Lutheran College,"Milwaukee, Ill.",,,"L,0-317-25, 17-25, 17-25",
"October 28, 2011 (Friday)",,Home,Lawrence University,"Beloit, Wis./Flood Arena (Sports Center)",,,"W,3-219-25, 21-25, 25-22, 25-26, 15-11",
"October 29, 2011 (Saturday)",,Away,Ripon College,"Ripon, Wis.",,,"L,0-319-25, 20-25, 20-25",
