Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 4, 2004 (Saturday)",,Home,Ripon,"Grinnell, IA",,,"W,27-24",
"September 11, 2004 (Saturday)",,Away,Lake Forest,"Lake Forest, IL",,,"L,0-33",
"September 18, 2004 (Saturday)",,Home,Macalester,"Grinnell, IA",,,"W,48-35",
"September 25, 2004 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,"L,26-37",
"October 9, 2004 (Saturday)",,Away,Monmouth,"Monmouth, IL",,,"L,0-24",
"October 16, 2004 (Saturday)",,Home,Knox,"Grinnell, IA",,,"W,37-6",
"October 23, 2004 (Saturday)",,Home,Lawrence,"Grinnell, IA",,,"W,30-27",
"October 30, 2004 (Saturday)",,Home,St. Norbert,"Grinnell, IA",,,"L,21-45",
"November 6, 2004 (Saturday)",,Away,Carroll,"Waukesha, WI",,,"W,31-28",
"November 13, 2004 (Saturday)",,Away,Beloit,"Beloit, WI",,,"W,35-19",
