Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"March 4, 2012 (Sunday)",9 a.m. EST,Neutral,Finlandia University,"Ft. Myers, FL",,,Gene Cusic Collegiate Classic,"W,17-5",Game 1 Box ScoreGame 2 Box Score
"March 4, 2012 (Sunday)",9 a.m. EST,Neutral,Finlandia University,"Ft. Myers, FL",,,Gene Cusic Collegiate Classic,"W,15-2",
"March 5, 2012 (Monday)",9 a.m. EST,Neutral,Dominican University (Ill.),"Ft. Myers, FL",,,Gene Cusic Collegiate Classic,"W,11-1010 innings",Box Score
"March 7, 2012 (Wednesday)",9 a.m. EST,Neutral,Emerson College,"Ft. Myers, FL",,,Gene Cusic Collegiate Classic,"W,7-6",Game 1 Box ScoreGame 2 Box Score
"March 7, 2012 (Wednesday)",9 a.m. EST,Neutral,Emerson College,"Ft. Myers, FL",,,Gene Cusic Collegiate Classic,"W,4-2",
"March 8, 2012 (Thursday)",9 a.m. EST,Neutral,Hiram College,"Ft. Myers, FL",,,Gene Cusic Collegiate Classic,"W,8-6",
"March 8, 2012 (Thursday)",9 a.m. EST,Neutral,Hiram College,"Ft. Myers, FL",,,Gene Cusic Collegiate Classic,"W,2-1",Game 1 Box ScoreGame 2 Box Score
"March 9, 2012 (Friday)",9 a.m. EST,Neutral,Muhlenberg College,"Ft. Myers, FL",,,Gene Cusic Collegiate Classic,"L,1-4",Box Score
"March 13, 2012 (Tuesday)",1 p.m.,Away,St. Louis Christian College,"Florissant, MO",,,,"W,17-0",Box Score
"March 15, 2012 (Thursday)",1 p.m.,Away,Millikin University,"Decatur, IL",,,,"W,3-0",
"March 15, 2012 (Thursday)",1 p.m.,Away,Millikin University,"Decatur, IL",,,,"L,1-2",Game 1 Box ScoreGame 2 Box Score
"March 17, 2012 (Saturday)",1 p.m.,Home,Westminster College (MO),"Jacksonville, IL",,,,"L,5-9",Box Score
"March 21, 2012 (Wednesday)",3 p.m.,Away,Eureka College,"Eureka, IL",,,,"L,17-14",Box Score
"March 25, 2012 (Sunday)",12 p.m.,Home,Knox College,"Jacksonville, IL/Joe Brooks Baseball Field",,,,"W,3-1",Game 1 Box ScoreGame 2 Box Score
"March 25, 2012 (Sunday)",12 p.m.,Home,Knox College,"Jacksonville, IL",,,,"L,3-8",
"March 27, 2012 (Tuesday)",5 p.m.,Away,Principia College,"St. Louis, MO",,,,"L,3-4",Box Score
"March 31, 2012 (Saturday)",12 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"W,4-0",Game 1 Box ScoreGame 2 Box Score
"March 31, 2012 (Saturday)",12 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"L,8-9",
"April 3, 2012 (Tuesday)",4 p.m.,Home,MacMurray College,"Jacksonville, IL/Joe Brooks Baseball Field",,,,"W,9-5",Box Score
"April 6, 2012 (Friday)",12 p.m.,Home,Monmouth College,"Jacksonville, IL/Joe Brooks Baseball Field",,,,"L,3-4",Game 1 Box ScoreGame 2 Box Score
"April 6, 2012 (Friday)",12 p.m.,Home,Monmouth College,"Jacksonville, IL",,,,"W,9-2",
"April 9, 2012 (Monday)",12 p.m.,Home,Eureka College,"Jacksonville, IL",,,,"W,14-7",Game 1 Box ScoreGame 2 Box Score
"April 9, 2012 (Monday)",12 p.m.,Home,Eureka College,"Jacksonville, IL/Joe Brooks Baseball Field",,,,"W,7-5",
"April 11, 2012 (Wednesday)",2 p.m.,Away,Eastern Illinois University,"Charleston, IL",,,,"L,3-10",Box Score
"April 17, 2012 (Tuesday)",4 p.m.,Away,MacMurray College,"Jacksonville, IL",,,,"W,5-4",Box Score
"April 19, 2012 (Thursday)",2 p.m.,Away,Lincoln Christian College and Seminary,"Lincoln, IL",,,,"W,12-3",Game 1 Box ScoreGame 2 Box Score
"April 19, 2012 (Thursday)",2 p.m.,Away,Lincoln Christian College and Seminary,"Lincoln, IL",,,,"W,19-0",
"April 21, 2012 (Saturday)",12 p.m.,Away,Grinnell College,"Grinnell, IA",,,,"L,2-4",Game 1 Box ScoreGame 2 Box Score
"April 21, 2012 (Saturday)",12 p.m.,Away,Grinnell College,"Grinnell, IA",,,,"L,4-8",
"April 22, 2012 (Sunday)",10 a.m.,Away,Grinnell College,"Grinnell, IA",,,,"W,4-3",Game 1 Box ScoreGame 2 Box Score
"April 22, 2012 (Sunday)",10 a.m.,Away,Grinnell College,"Grinnell, IA",,,,"L,7-8",
"April 25, 2012 (Wednesday)",2 p.m.,Home,Millikin University,"Jacksonville, IL/Joe Brooks Baseball Field",,,,"W,9-8",Box Score
"April 28, 2012 (Saturday)",12 p.m.,Away,Knox College,"Galesburg, IL",,,,"W,4-3",Game 1 Box ScoreGame 2 Box Score
"April 28, 2012 (Saturday)",12 p.m.,Away,Knox College,"Galesburg, IL",,,,"L,0-12",
