Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2017 (Friday)",7 pm,Home,Saint Mary's (Minn.),,,,"L,0-4",Box ScoreRecapVideo
"September 3, 2017 (Sunday)",3 pm,Away,North Park,"Chicago, IL",,,"L,1-5",Box ScoreRecap
"September 6, 2017 (Wednesday)",4 pm,Home,Lakeland,,,,"W,1-0",Box ScoreRecapVideo
"September 8, 2017 (Friday)",7 pm,Home,Gust. Adolphus,,,,"L,0-6",Box ScoreRecapVideo
"September 13, 2017 (Wednesday)",4:30 pm,Home,Wis.-Stevens Point,,,,"L,0-6",Box ScoreRecapVideo
"September 23, 2017 (Saturday)",1 pm,Away,Knox,"Galesburg, IL",,,"L,0-10",Box ScoreRecap
"September 24, 2017 (Sunday)",1 pm,Away,Illinois Col.,"Jacksonville, IL",,,"L,1-3",Box ScoreRecapLive stats
"September 27, 2017 (Wednesday)",7 pm,Away,Carroll (Wis.),"Waukesha, WI",,,"L,0-7",Box ScoreRecapVideo
"September 30, 2017 (Saturday)",1 pm,Away,Augustana (Ill.),"Rock Island, IL",,,"L,0-9",Box ScoreRecapVideo
"October 1, 2017 (Sunday)",1 pm,Away,Lake Forest,"Lake Forest, IL",,,"L,0-7",Box ScoreRecapVideo
"October 4, 2017 (Wednesday)",7 pm,Home,St. Norbert,,,,"L,0-8",Box ScoreRecapVideo
"October 7, 2017 (Saturday)",11 am,Home,Rockford,,,,"W,5-0",Box ScoreRecapVideo
"October 11, 2017 (Wednesday)",7 pm,Away,Wis.-Oshkosh,"Oshkosh, WI",,,"L,0-10",Box ScoreRecapLive stats
"October 14, 2017 (Saturday)",1 pm,Home,Cornell College,,,,"L,1-4",Box ScoreRecap
"October 15, 2017 (Sunday)",1 pm,Home,Grinnell,,,,"L,0-4",Box ScoreRecapVideo
"October 21, 2017 (Saturday)",11 am,Away,Monmouth (Ill.),"Monmouth, IL",,,"L,1-7",Box ScoreRecap
"October 25, 2017 (Wednesday)",3:30 pm,Away,Ripon,"Ripon, WI",,,"L,1-4",Box ScoreRecapVideo
"October 28, 2017 (Saturday)",1 pm,Home,Beloit,,,,"L,0-7",Box ScoreRecapVideo
