Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2010 (Wednesday)",4:00:00 PM,Home,Eureka College,HOME,,,"L,1-4",Recap
"September 4, 2010 (Saturday)",3:30:00 PM,Home,Lake Forest*,HOME,,,"L,0-4",Recap
"September 5, 2010 (Sunday)",3:30:00 PM,Home,Franklin College,HOME,,,"L,1-6",Recap
"September 8, 2010 (Wednesday)",7:00:00 PM,Away,Benedictine University,"Lisle, IL",,,"L,0-4",Recap
"September 11, 2010 (Saturday)",3:00:00 PM,Home,Westminster College,HOME,,,"L,1-5",Recap
"September 15, 2010 (Wednesday)",4:00:00 PM,Home,Lincoln Christian University,HOME,,,"W,9-2",Recap
"September 18, 2010 (Saturday)",3:00:00 PM,Away,MacMurray College,"Jacksonville, IL",,,"W,3-0",Recap
"September 19, 2010 (Sunday)",1:00:00 PM,Home,Webster University,HOME,,,"T,2-2",Recap
"September 22, 2010 (Wednesday)",7:00:00 PM,Away,University of Dubuque,"Dubuque, IA",,,"L,1-12",Recap
"October 2, 2010 (Saturday)",1:30:00 PM,Home,Lawrence University*,HOME,,,"L,1-4",Recap
"October 3, 2010 (Sunday)",1:00:00 PM,Home,St. Norbert College*,HOME,,,"L,0-4",Recap
"October 5, 2010 (Tuesday)",7:00:00 PM,Away,Augustana College,"Rock Island, IL",,,"L,0-8",Recap
"October 9, 2010 (Saturday)",1:30:00 PM,Away,Illinois College*,"Jacksonville, IL",,,"L,1-4",Recap
"October 10, 2010 (Sunday)",11:00:00 AM,Home,Grinnell College*,HOME,,,"L,0-3",Recap
"October 16, 2010 (Saturday)",12:30:00 PM,Away,Carroll University*,"Waukesha, WI",,,"L,0-3",Recap
"October 17, 2010 (Sunday)",1:30:00 PM,Away,Ripon College*,"Ripon, WI",,,"L,1-8",Recap
"October 23, 2010 (Saturday)",3:30:00 PM,Home,Beloit College* - HOMECOMING,HOME,,,"L,2-7",Recap
"October 26, 2010 (Tuesday)",3:30:00 PM,Away,Monmouth College*,"Monmouth, IL",,,"L,0-3",Recap
