Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 7, 2014 (Friday)",8:00 AM,Neutral,Saint John's University,"Fort Myers, Fla.",,,"L,3-7",Box Score
"March 8, 2014 (Saturday)",8:00 AM,Neutral,Northland,"Fort Myers, Fla.",,,"L,4-6",Box Score
"March 9, 2014 (Sunday)",9:00 AM,Neutral,Lakeland,"Fort Myers, Fla.",,,"W,14-0",Box Score
"March 9, 2014 (Sunday)",9:00 AM,Neutral,Lakeland,"Fort Myers, Fla.",,,"W,4-1",Box Score
"March 11, 2014 (Tuesday)",9:00 AM,Neutral,Wisconsin Lutheran,"Fort Myers, Fla.",,,"L,4-6",Box Score
"March 12, 2014 (Wednesday)",9:00 AM,Neutral,Skidmore College,"Fort Myers, Fla.",,,"W,6-1",Box Score
"March 12, 2014 (Wednesday)",3:00 PM,Neutral,Principia College,"Fort Myers, Fla.",,,"L,11-13",Box Score
"March 16, 2014 (Sunday)",12:00 PM,Neutral,Hamline University,"Columbia, Mo.",,,Canceled,
"March 22, 2014 (Saturday)",11:00 AM,Neutral,Presentation,Altoona,,,"W,7-3",Box Score
"March 23, 2014 (Sunday)",3:00 PM,Neutral,Northwestern,Altoona,,,"W,9-3",Box Score
"March 23, 2014 (Sunday)",3:00 PM,Neutral,Northwestern,Altoona,,,"W,4-2",Box Score
"March 26, 2014 (Wednesday)",4:30 PM,Home,Loras College,Mount Vernon,,,"L,0-14",Box Score
"March 29, 2014 (Saturday)",12:00 PM,Home,UW-Platteville,Mount Vernon,,,"W,9-3",Box Score
"March 30, 2014 (Sunday)",12:00 PM,Home,Macalester College,Mount Vernon,,,"W,6-0",Box Score
"March 30, 2014 (Sunday)",12:00 PM,Home,Macalester College,Mount Vernon,,,"L,0-4",Box Score
"April 5, 2014 (Saturday)",12:00 PM,Away,Knox College,"Galesburg, Ill.",,,"L,7-9",Box Score
"April 5, 2014 (Saturday)",12:00 PM,Away,Knox College,"Galesburg, Ill.",,,"W,13-10",Box Score
"April 6, 2014 (Sunday)",12:00 PM,Home,Knox College,Mount Vernon,,,"W,5-2",Box Score
"April 6, 2014 (Sunday)",12:00 PM,Home,Knox College,Mount Vernon,,,"W,4-3",Box Score
"April 10, 2014 (Thursday)",2:30 PM,Away,Saint Mary's,"Winona, Minn.",,,"W,6-4",Box Score
"April 10, 2014 (Thursday)",2:30 PM,Away,Saint Mary's,"Winona, Minn.",,,"W,11-3",Box Score
"April 11, 2014 (Friday)",4:00 PM,Away,Beloit,"Beloit, Wis.",,,"W,9-5",Box Score
"April 18, 2014 (Friday)",2:00 PM,Home,Monmouth,Mount Vernon,,,"L,5-8",Box Score
"April 18, 2014 (Friday)",2:00 PM,Home,Monmouth,Mount Vernon,,,"W,16-12",Box Score
"April 19, 2014 (Saturday)",12:00 PM,Away,Monmouth,"Monmouth, Ill.",,,"L,4-5",Box Score
"April 19, 2014 (Saturday)",12:00 PM,Away,Monmouth,"Monmouth, Ill.",,,"W,16-4",Box Score
"April 22, 2014 (Tuesday)",5:00 PM,Neutral,Coe College,Cedar Rapids,,,"W,10-8",Box Score
"April 26, 2014 (Saturday)",1:00 PM,Home,Illinois College,Mount Vernon,,,"W,3-1",Box Score
"April 26, 2014 (Saturday)",1:00 PM,Home,Illinois College,Mount Vernon,,,"W,6-5",Box Score
"April 27, 2014 (Sunday)",9:00 AM,Home,Illinois College,Mount Vernon,,,"W,8-3",Box Score
"April 27, 2014 (Sunday)",11:00 AM,Home,Illinois College,Mount Vernon,,,"L,4-7",Box Score
"April 30, 2014 (Wednesday)",7:00 PM,Away,Augustana College,"Moline, Ill.",,,"L,8-9",Box Score
"May 3, 2014 (Saturday)",12:00 PM,Home,Grinnell,Mount Vernon,,,"L,3-5",Box Score
"May 3, 2014 (Saturday)",12:00 PM,Home,Grinnell,Mount Vernon,,,"L,1-10",Box Score
"May 4, 2014 (Sunday)",12:00 PM,Away,Grinnell,Grinnell,,,"L,2-12",Box Score
"May 4, 2014 (Sunday)",12:00 PM,Away,Grinnell,Grinnell,,,"W,9-2",Box Score
"May 5, 2014 (Monday)",6:30 PM,Away,Augustana College,"Moline, Ill.",,,"L,4-10",Box Score
"May 9, 2014 (Friday)",9:00 AM,Away,Ripon College,"Ripon, Wis.",,,"L,6-11",Box Score
"May 9, 2014 (Friday)",4:00 PM,Neutral,Grinnell,"Ripon, Wis.",,,"L,3-7",Box Score
