0,1,2,3,4,5
Grinnell College,323,324,647,71,5th
Nina Kouchi,77,75,152,8,6th
Danielle Oberlander,80,80,160,16,t-18th
Aubrie Torhorst,83,82,165,21,t-34th
Julia Echikson,83,87,170,26,t-48th
Zoe Robinson,86,94,180,36,73rd
Lexi Mueldener#,97,89,186,42,t-76th
