Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 8, 1993 (Wednesday)",,Away,Coe,"Cedar Rapids, IA",,,"W,3-0",
"September 11, 1993 (Saturday)",,Home,Illinois College,"Grinnell, IA",,,"W,2-0",
"September 15, 1993 (Wednesday)",,Away,Monmouth,"Monmouth, IL",,,"W,5-1",
"September 18, 1993 (Saturday)",,Home,Knox,"Grinnell, IA",,,"W,3-1",
"September 24, 1993 (Friday)",,Home,Benedictine (IL),"Grinnell, IA",,,"W,2-0",
"September 28, 1993 (Tuesday)",,Home,Cornell,"Grinnell, IA",,,"W,6-1",
"October 2, 1993 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,"W,2-1",
"October 5, 1993 (Tuesday)",,Away,Cornell,"Mount Vernon, IA",,,"W,2-1",
"October 10, 1993 (Sunday)",,Away,St. Olaf,"Northfield, MN",,,"L,0-2",
"October 13, 1993 (Wednesday)",,Away,Knox,"Galesburg, IL",,,"W,1-0",
"October 18, 1993 (Monday)",,Away,Sewanee,Sewanee,,,"W,3-2",
"October 20, 1993 (Wednesday)",,Away,Rhodes,Rhodes,,,"W,2-1",
"October 24, 1993 (Sunday)",,Home,Monmouth,"Grinnell, IA",,,"L,1-2",
"October 26, 1993 (Tuesday)",,Home,Coe,"Grinnell, IA",,,"W,5-1",
"October 30, 1993 (Saturday)",,Neutral,Lake Forest (MWC Tournament Semifinal),"De Pere, WI",,,"W,1-0",
"October 31, 1993 (Sunday)",,Away,St. Norbert (MWC Tournament Championship),"De Pere, WI",,,"W,4-2",
