0,1,2,3,4,5
Grinnell College,345,321,666,94,9th
Ian Luby,86,74,160,17,t-32nd
Chris Marsho,85,81,166,23,t-45th
Rockne Decoster,86,81,167,24,47th
Jon Cohen,88,85,173,30,t-54th
Travis Palmer,91,86,177,34,59th
Max Herzberg#,90,94,184,41,65th
Jacob Kljaich#,98,95,193,50,66th
