0,1,2,3,4,5
Grinnell,327,362,689,113,t-21st
Ian Luby,81,84,165,21,t-74th
Chris Marsho,79,93,172,28,t-99th
Jon Cohen,82,94,176,32,t-107th
Rockne Decoster,85,91,176,32,t-107th
Travis Palmer,90,97,187,43,119th
