Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2016 (Thursday)",5:00 pm,Away,University of Dubuque,"Dubuque, IA",,,"L,0-6",Box ScoreRecap
"September 3, 2016 (Saturday)",5:00 pm,Home,Millikin University,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,0-4",Box ScoreRecap
"September 5, 2016 (Monday)",7:00 pm,Away,Illinois Wesleyan University,"Bloomington, IL",,,"2OTT,0-0",Box ScoreRecap
"September 10, 2016 (Saturday)",3:00 pm,Away,Wabash College,"Crawfordsville, IN",,,"L,0-4",Box ScoreRecap
"September 11, 2016 (Sunday)",3:00 pm,Neutral,Hanover College,"Crawfordsville, Ind.",,,"L,0-3",Box ScoreRecap
"September 15, 2016 (Thursday)",5:00 pm,Home,Cornell College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"W,3-0",Box ScoreRecap
"September 24, 2016 (Saturday)",1:00 pm,Away,Ripon College,"Ripon, WI",,,"W,4-0",Box ScoreRecap
"September 25, 2016 (Sunday)",1:00 pm,Away,St. Norbert College,De Pere. WI,,,"L,0-3",Box ScoreRecap
"September 27, 2016 (Tuesday)",4:00 pm,Home,Central College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,0-1",Box ScoreRecap
"October 1, 2016 (Saturday)",1:00 pm,Away,Knox College,"Galesburg, IL",,,"L,0-3",Box ScoreRecap
"October 4, 2016 (Tuesday)",4:00 pm,Home,Augustana College (IL),"Monmouth, Ill./Peacock Memorial Athletic Park",,,"W,3-1",Box ScoreRecap
"October 10, 2016 (Monday)",6:00 pm,Away,Principia College,"Elsah, IL",,,Canceled,
"October 12, 2016 (Wednesday)",4:00 pm,Home,University of Wisconsin-Whitewater,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,0-1",Box ScoreRecap
"October 15, 2016 (Saturday)",1:00 pm,Home,Beloit College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"W,2-1",Box ScoreRecap
"October 16, 2016 (Sunday)",1:00 pm,Home,Lake Forest College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,0-2",Box ScoreRecap
"October 22, 2016 (Saturday)",11:00 am,Away,Lawrence University,"Appleton, WI",,,"W,2-1",Box ScoreRecap
"October 26, 2016 (Wednesday)",7:00 pm,Away,Illinois College,"Jacksonville, IL",,,"L,1-2",Box ScoreRecap
"October 29, 2016 (Saturday)",12:00 pm,Home,Grinnell College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,0-2",Box ScoreRecap
