Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:31.52,"Shults, Braun, Hardman, silvia",Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016"
,3:35.05,"silvia, McGriff, Braun, Hardman",Wartburg Indoor Invite,"Feb 20, 2016"
,3:36.29,"Shults, Silvia, McGriff, Braun",Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,3:39.66,"Shults, Silvia, Braun, Hardman",2016 Hilltop Invitational,"Jan 30, 2016"
,3:58.53,"Burnette, Gallagher, O'Reilly, Brunet",Grinnell Indoor Invitational,"Feb 6, 2016"
,3:59.08,"Gallagher, Burnette, Brunet, Margida",Wartburg Indoor Invite,"Feb 20, 2016"
,4:02.36,"Malone, Margida, Murphy, Bass",Grinnell Indoor Invitational,"Feb 6, 2016"
,4:08.68,"Gallagher, Burnette, Brunet, Margida",Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
