Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"February 20, 2025 (Thursday)",4:00 PM,Neutral,Mount Mary University,"Peoria, Ill. / Peoria Sports Dome",,,Blue Angel Invite,"L,7-11",Box ScoreRecapBox Score (PDF)
"February 20, 2025 (Thursday)",10:00 PM,Neutral,University of Wisconsin-Platteville,"Peoria, Ill. / Peoria Sports Dome",,,Blue Angel Invite,"L,1-10(5 inn.)",Box ScoreRecapBox Score (PDF)
"February 21, 2025 (Friday)",10:00 AM,Neutral,Loras College,"Peoria, Ill. / Peoria Sports Dome",,,Blue Angel Invite,"L,0-8(5 inn.)",Box ScoreRecapBox Score (PDF)
"February 21, 2025 (Friday)",2:30 PM,Neutral,Augustana College (IL),"Peoria, Ill. / Peoria Sports Dome",,,Blue Angel Invite,"L,6-14",Box ScoreRecapBox Score (PDF)
"March 11, 2025 (Tuesday)",2:00 PM,Away,Eureka College,"Eureka, Ill. / Sweitzer Field",,,,,History
"March 11, 2025 (Tuesday)",4:00 PM,Away,Eureka College,"Eureka, Ill. / Sweitzer Field",,,,,History
"March 18, 2025 (Tuesday)",9:00 AM (Eastern),Neutral,Nazareth University,"Clermont, Fla. / Hancock Park",,,The Spring Games,,History
"March 18, 2025 (Tuesday)",11:30 AM (Eastern),Neutral,Middlebury College,"Clermont, Fla. / Hancock Park",,,The Spring Games,,History
"March 19, 2025 (Wednesday)",2:00 PM (Eastern),Neutral,Gallaudet University,"Clermont, Fla. / Legends Way Ballfields",,,The Spring Games,,History
"March 19, 2025 (Wednesday)",4:15 PM (Eastern),Neutral,Brockport State,"Clermont, Fla. / Legends Way Ballfields",,,The Spring Games,,History
"March 21, 2025 (Friday)",12:15 PM (Eastern),Neutral,Keene State,"Leesburg, Fla. / Sleepy Hollow Sports Complex",,,The Spring Games,,History
"March 21, 2025 (Friday)",2:30 PM (Eastern),Neutral,Plymouth State,"Leesburg, Fla. / Sleepy Hollow Sports Complex",,,The Spring Games,,History
"March 22, 2025 (Saturday)",10:00 AM (Eastern),Neutral,University of Wisconsin-Oshkosh,"Clermont, Fla. / Legends Way Ballfields",,,The Spring Games,,History
"March 22, 2025 (Saturday)",12:30 PM (Eastern),Neutral,Simpson College,"Clermont, Fla. / Legends Way Ballfields",,,The Spring Games,,History
"March 23, 2025 (Sunday)",12:15 PM (Eastern),Neutral,Union College,"Clermont, Fla. / Legends Way Ballfields",,,The Spring Games,,History
"March 23, 2025 (Sunday)",2:30 PM (Eastern),Neutral,Manchester University,"Clermont, Fla. / Legends Way Ballfields",,,The Spring Games,,History
"March 30, 2025 (Sunday)",12:00 PM,Home,Mount Mary University,"Galesburg, Ill./Knox Softball Field",,,,,Live StatsHistory
"March 30, 2025 (Sunday)",2:00 PM,Home,Mount Mary University,"Galesburg, Ill./Knox Softball Field",,,,,Live StatsHistory
"April 1, 2025 (Tuesday)",3:00 PM,Away,Blackburn College,"Carlinville, Ill. / Softball Field",,,,,History
"April 1, 2025 (Tuesday)",5:00 PM,Away,Blackburn College,"Carlinville, Ill. / Softball Field",,,,,History
"April 5, 2025 (Saturday)",1:00 PM,Home,Ripon College,"Galesburg, Ill./Knox Softball Field",,,,,Live StatsHistory
"April 5, 2025 (Saturday)",3:00 PM,Home,Ripon College,"Galesburg, Ill./Knox Softball Field",,,,,Live StatsHistory
"April 6, 2025 (Sunday)",1:00 PM,Home,Lawrence University,"Galesburg, Ill./Knox Softball Field",,,Senior Day,,Live StatsHistory
"April 6, 2025 (Sunday)",3:00 PM,Home,Lawrence University,"Galesburg, Ill./Knox Softball Field",,,Senior Day,,Live StatsHistory
"April 12, 2025 (Saturday)",1:00 PM,Away,Lake Forest College,"Lake Forest, Ill. / Mohr Field",,,,,History
"April 12, 2025 (Saturday)",3:00 PM,Away,Lake Forest College,"Lake Forest, Ill. / Mohr Field",,,,,History
"April 13, 2025 (Sunday)",1:00 PM,Away,Beloit College,"Beloit, Wis. / Strong Complex Softball Field",,,,,History
"April 13, 2025 (Sunday)",3:00 PM,Away,Beloit College,"Beloit, Wis. / Strong Complex Softball Field",,,,,History
"April 14, 2025 (Monday)",3:00 PM,Home,Principia College,"Galesburg, Ill./Knox Softball Field",,,,,Live StatsHistory
"April 14, 2025 (Monday)",5:00 PM,Home,Principia College,"Galesburg, Ill./Knox Softball Field",,,,,Live StatsHistory
"April 21, 2025 (Monday)",3:00 PM,Home,Grinnell College,"Galesburg, Ill./Knox Softball Field",,,,,Live StatsHistory
"April 21, 2025 (Monday)",5:00 PM,Home,Grinnell College,"Galesburg, Ill./Knox Softball Field",,,,,Live StatsHistory
"April 22, 2025 (Tuesday)",3:00 PM,Home,Illinois College,"Galesburg, Ill./Knox Softball Field",,,,,Live StatsHistory
"April 22, 2025 (Tuesday)",5:00 PM,Home,Illinois College,"Galesburg, Ill./Knox Softball Field",,,,,Live StatsHistory
"April 26, 2025 (Saturday)",3:00 PM,Away,Monmouth College,"Monmouth, Ill. / Monmouth College Softball Field",,,,,History
"April 26, 2025 (Saturday)",5:00 PM,Away,Monmouth College,"Monmouth, Ill. / Monmouth College Softball Field",,,,,History
"May 3, 2025 (Saturday)",1:00 PM,Away,Cornell College,"Mount Vernon, Iowa / Van Metre Family Softball Field",,,,,History
"May 3, 2025 (Saturday)",3:00 PM,Away,Cornell College,"Mount Vernon, Iowa / Van Metre Family Softball Field",,,,,History
