Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2012 (Saturday)",3 p.m.,Away,Lakeland College,,,,"W,1-0",
"September 2, 2012 (Sunday)",2:30 p.m.,Away,Edgewood College,,,,"W,1-0",
"September 4, 2012 (Tuesday)",5 p.m.,Away,Northland International Univ.,,,,"T,2-22 OT",
"September 8, 2012 (Saturday)",1 p.m.,Neutral,Clarke Univ.,,,,"W,3-2",
"September 9, 2012 (Sunday)",7 p.m.,Away,Carthage College,,,,"L,6-1",
"September 15, 2012 (Saturday)",1:30 p.m.,Home,Monmouth College,,,,"L,2-1",
"September 16, 2012 (Sunday)",1:30 p.m.,Home,Illinois College,,,,"T,1-12 OT",
"September 19, 2012 (Wednesday)",7 p.m.,Home,UW-Oshkosh,,,,"L,4-0",
"September 29, 2012 (Saturday)",3 p.m.,Away,Beloit College,,,,"W,1-0",
"September 30, 2012 (Sunday)",2 p.m.,Home,UW-Platteville,,,,"L,4-0",
"October 3, 2012 (Wednesday)",4 p.m.,Away,Lawrence Univ.,,,,"L,2-1",
"October 5, 2012 (Friday)",7:30 p.m.,Home,Lake Forest College,,,,"L,3-0",
"October 7, 2012 (Sunday)",3 p.m.,Away,Macalester College,,,,"L,3-0",
"October 14, 2012 (Sunday)",1:30 p.m.,Home,Carroll Univ.,,,,"T,1-12 OT",
"October 20, 2012 (Saturday)",1:30 p.m.,Away,Cornell College,,,,"W,3-2",
"October 21, 2012 (Sunday)",1:30 p.m.,Away,Grinnell College,,,,"W,1-0",
"October 24, 2012 (Wednesday)",7:30 p.m.,Home,Ripon College,,,,"W,1-0OT",
"October 27, 2012 (Saturday)",1:30 p.m.,Away,Knox College,,,,"W,2-1",
