Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Olowu, Paige",,26.69 #,Wartburg Indoor Invite,"Feb 16, 2019",0.0
,"Maddaus, Jordan",SR-4,28.26 #,Midwest Conference Indoor Championships,"Feb 22, 2019",0.0
