Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Olowu, Paige",FR-1,10.82m,"35' 6""",Midwest Conference Indoor Championships,"Feb 22, 2019",0.0
,"Bresnahan, Cara",SR-4,9.77m,"32' 0.75""",Midwest Conference Indoor Championships,"Feb 22, 2019",0.0
