Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 4, 2010 (Saturday)",,Home,University of Chicago,"Beloit, Wis./Strong Stadium",,,"L,25-28",
"September 11, 2010 (Saturday)",,Home,St. Norbert College,"Beloit, Wis./Strong Stadium",,,"W,34-31",
"September 18, 2010 (Saturday)",,Away,Carroll University,"Waukesha, Wis.",,,"L,21-33",
"September 25, 2010 (Saturday)",,Home,Knox College,"Beloit, Wis./Strong Stadium",,,"W,42-7",
"October 2, 2010 (Saturday)",,Away,Grinnell College,"Grinnell, Ill.",,,"L,21-24",
"October 9, 2010 (Saturday)",,Away,Lake Forest College,"Lake Forest, Ill.",,,"W,33-27OT",
"October 16, 2010 (Saturday)",,Home,Ripon College,"Beloit, Wis./Strong Stadium",,,"L,20-35",
"October 23, 2010 (Saturday)",,Home,Monmouth College,"Beloit, Wis./Strong Stadium",,,"W,34-27",
"October 30, 2010 (Saturday)",,Away,Lawrence University,"Appleton, Wis.",,,"L,23-29",
"November 6, 2010 (Saturday)",,Home,Illinois College,"Beloit, Wis./Strong Stadium",,,"W,42-27",
