Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 31, 2014 (Sunday)",3 p.m.,Home,UW-Platteville,,,,"W,2-0",
"September 3, 2014 (Wednesday)",5 p.m.,Away,Concordia Univ. Wisconsin,,,,"W,4-32 OT",
"September 7, 2014 (Sunday)",3:30 p.m.,Away,Edgewood College,,,,"W,4-1",
"September 12, 2014 (Friday)",7 p.m.,Away,Carthage College,,,,"W,3-2",
"September 14, 2014 (Sunday)",Noon,Home,Finlandia Univ.,,,,"W,7-0",
"September 17, 2014 (Wednesday)",4:30 p.m.,Away,Lakeland College,,,,"W,1-0",
"September 20, 2014 (Saturday)",Noon,Away,Beloit College,,,,"W,4-0",
"October 4, 2014 (Saturday)",11 a.m.,Home,Monmouth College,,,,"T,2-22 OT",
"October 5, 2014 (Sunday)",11 a.m.,Home,Illinois College,,,,"T,0-02 OT",
"October 11, 2014 (Saturday)",1 p.m.,Home,Lake Forest College,,,,"L,1-0OT",
"October 12, 2014 (Sunday)",1 p.m.,Home,UW-Whitewater,,,,"L,2-1",
"October 15, 2014 (Wednesday)",3:30 p.m.,Away,Lawrence Univ.,,,,"W,3-2",
"October 18, 2014 (Saturday)",11 a.m.,Away,Cornell College,,,,"W,9-0",
"October 19, 2014 (Sunday)",11 a.m.,Away,Grinnell College,,,,"T,0-02 OT",
"October 21, 2014 (Tuesday)",6 p.m.,Home,UW-Oshkosh,,,,"L,4-0",
"October 25, 2014 (Saturday)",11 a.m.,Away,Knox College,,,,"L,1-02 OT",
"October 29, 2014 (Wednesday)",5 p.m.,Home,Ripon College,,,,"W,8-0",
"November 1, 2014 (Saturday)",1:30 p.m.,Home,Carroll Univ.,,,,"W,2-0",
