Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 3, 2011 (Saturday)",12:00 PM,Away,Olivet College,"Olivet, Mich.",,,"W,36-35",Box Score
"September 10, 2011 (Saturday)",1:00 PM,Home,Macalester College,Mount Vernon,,,"W,22-14",Box Score
"September 24, 2011 (Saturday)",1:00 PM,Away,Buena Vista,Storm Lake,,,"L,10-44",Box Score
"October 1, 2011 (Saturday)",1:00 PM,Home,Wartburg,Mount Vernon,,,"L,0-28",Box Score
"October 8, 2011 (Saturday)",1:00 PM,Away,Simpson College,Indianola,,,"L,22-42",Box Score
"October 15, 2011 (Saturday)",2:00 PM,Home,Dubuque,Mount Vernon,,,"L,17-40",Box Score
"October 22, 2011 (Saturday)",1:00 PM,Away,Central,Pella,,,"L,17-49",Box Score
"October 29, 2011 (Saturday)",1:00 PM,Home,Loras College,Mount Vernon,,,"W,19-17",Box Score
"November 5, 2011 (Saturday)",1:00 PM,Home,Luther College,Mount Vernon,,,"L,7-37",Box Score
"November 12, 2011 (Saturday)",12:00 PM,Away,Coe College,Cedar Rapids,,,"L,7-77",Box Score
