Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Carchidi, Eva",SO-2,12.87,Midwest Conference Outdoor Championship,"May 13, 2022",2.4
,"Oden, Melanie",FR-1,13.53,Mustang Open,"Apr 9, 2022",1.8
,"Frasca, Athena",JR-3,13.57,Monmouth College Fighting Scots Outdoor,"May 7, 2022",0.6
,"Edassery, Sonia",SO-2,13.61,Mustang Open,"Apr 9, 2022",0.0
,"McClure, Erica",FR-1,14.45,Midwest Conference Outdoor Championship,"May 13, 2022",1.1
