0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Wartburg Fall Invite,9/6/2014,2,108-109=217,+73,89th/93
Central Fall Invitational,9/13/2014,1,129,+57,24th/25
Pheasant Ridge Tournament,9/21/2014,1,106,+34,28th/28
2014 Grinnell College Invitational,9/27/2014,1,109,+37,26th/26
2014 Midwest Conference Championship,10/3-5/2014,3,114-100-106=320,+101,28th/40
SEASON TOTALS,SEASON TOTALS,8,881 Avg. 110.1,+38,-
