0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
2015 NCAA Women's Golf Championship,"May 12-15, 2015",4,91-101-98-103=393,+105,102nd/110
SEASON TOTALS,SEASON TOTALS,4,393 Avg. 98.3,+26,-
