0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Wartburg Fall Invite,9/6/2014,2,84-87=171,+27,t-42nd/93
Central Fall Invitational,9/13/2014,1,92,+20,4th/25
Pheasant Ridge Tournament,9/21/2014,1,90,+18,t-13th/28
2014 Grinnell College Invitational,9/27/2014,1,84,+12,t-2nd/26
2014 Midwest Conference Championship,10/3-5/2014,3,86-90-92=268,+49,3rd/40
Estralla Mountain Invite,3/17-18/2015,2,92-86=178,+34,t-16th/0
Wartburg Women's Golf Spring Invite,4/18/2015,2,93-91=184,+40,20th/28
SEASON TOTALS,SEASON TOTALS,12,1067 Avg. 88.9,+17,-
