0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Wartburg Fall Invite,9/6/2014,2,97--4=97,+25,
2014 Midwest Conference Championship,10/3-5/2014,3,91-92-95=278,+59,6th/40
Estralla Mountain Invite,3/17-18/2015,2,85-93=178,+34,t-16th/0
Mount Mercy Spring Invitational,4/11-12/15,2,94-90=184,+40,28th/59
Wartburg Women's Golf Spring Invite,4/18/2015,2,90-85=175,+31,14th/28
SEASON TOTALS,SEASON TOTALS,10,912 Avg. 91.2,+19,-
