Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Davis, Ryan",FR-1,50.93m,"167' 1""",2013 Monmouth Fighting Scots,"May 4, 2013"
,"Pflaum, Kevin",SR-4,32.78m,"107' 6""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Pflaum, Kevin",SR-4,31.77m,"104' 3""",Cornell College Invitational,"Apr 6, 2013"
,"Pflaum, Kevin",SR-4,30.42m,"99' 10""",Central College Open,"Apr 20, 2013"
,"Pflaum, Kevin",SR-4,30.17m,"99' 0""",2013 Monmouth Fighting Scots,"May 4, 2013"
,"Pflaum, Kevin",SR-4,30.01m,"98' 5""",2013 Monmouth Fighting Scots,"May 4, 2013"
,"Pflaum, Kevin",SR-4,29.05m,"95' 4""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Davis, Ryan",FR-1,27.53m,"90' 4""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Davis, Ryan",FR-1,26.76m,"87' 9""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Davis, Ryan",FR-1,23.66m,"77' 7""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Davis, Ryan",FR-1,17.09m,"56' 1""",2013 Monmouth Fighting Scots,"May 4, 2013"
