Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 23, 2024 (Friday)",6 pm,Home,Edgewood College,"Appleton, WI/ The Banta Bowl",,,,,History
"August 30, 2024 (Friday)",2 pm,Away,Concordia University (Wis.),"Mequon, WI",,,,"L,0-1",Box ScoreRecap
"September 1, 2024 (Sunday)",1:30 pm,Home,Lakeland University,"Appleton, WI/ The Banta Bowl",,,,"W,6-3",Box ScoreRecap
"September 6, 2024 (Friday)",5 pm,Away,Elmhurst University,"Elmhurst, IL",,,,"W,2-1",Box ScoreRecap
"September 8, 2024 (Sunday)",1 pm Eastern,Away,Indiana University,"Bloomington, IN",,,,"L,0-9",Box ScoreRecap
"September 11, 2024 (Wednesday)",7 pm,Away,Marian University,"Fond du Lac, WI",,,,"W,2-0",Box ScoreRecap
"September 14, 2024 (Saturday)",5:30 pm,Home,Macalester College,"Appleton, WI/ The Banta Bowl",,,,"T,1-1",Box ScoreRecap
"September 17, 2024 (Tuesday)",6 pm,Home,Loras College,"Appleton, WI/ The Banta Bowl",,,,"L,0-2",Box ScoreRecap
"September 21, 2024 (Saturday)",1:30 pm,Away,University of Wisconsin-Whitewater,"Whitewater, WI",,,,"W,2-0",Box ScoreRecap
"September 28, 2024 (Saturday)",1:30 pm,Away,Monmouth College,"Monmouth, IL",,,,"W,4-0",Box ScoreRecap
"September 30, 2024 (Monday)",7 pm,Away,St. Norbert College,"De Pere, WI",,,,"W,4-0",Box ScoreRecap
"October 5, 2024 (Saturday)",6:30 pm,Home,Cornell College,"Appleton, WI/ The Banta Bowl",,,,"W,3-0",Box ScoreRecap
"October 8, 2024 (Tuesday)",4 pm,Away,Beloit College,"Beloit, WI",,,,"W,2-1",Box ScoreRecap
"October 12, 2024 (Saturday)",6:30 pm,Home,Lake Forest College,"Appleton, WI/ The Banta Bowl",,,,"T,2-2",Box ScoreRecap
"October 15, 2024 (Tuesday)",5 pm,Home,University of Wisconsin-La Crosse,"Appleton, WI/ The Banta Bowl",,,,"L,0-5",Box ScoreRecap
"October 19, 2024 (Saturday)",1:30 pm,Home,Illinois College,"Appleton, WI/ The Banta Bowl",,,,"W,2-1",Box ScoreRecap
"October 20, 2024 (Sunday)",1 pm,Home,Mount Mary University,"Appleton, WI/ The Banta Bowl",,,,"W,6-0",Box ScoreRecap
"October 26, 2024 (Saturday)",12:30 pm,Away,Knox College,"Galesburg, IL",,,,"W,4-0",Box ScoreRecap
"October 30, 2024 (Wednesday)",7 pm,Away,Ripon College,"Ripon, WI",,,,"W,1-0",Box ScoreRecap
"November 2, 2024 (Saturday)",1:30 pm,Home,Grinnell College,"Appleton, WI/ The Banta Bowl",,,,"W,6-0",Box ScoreRecap
"November 8, 2024 (Friday)",1:30 pm,Neutral,Grinnell College,"Lake Forest, IL",,,,"W,1-0",Box ScoreRecap
"November 9, 2024 (Saturday)",1:30 pm,Away,Lake Forest College,"Lake Forest, IL",,,,"W,2-1OT",Box ScoreRecap
"November 15, 2024 (Friday)",3:30 pm Central,Neutral,University of Chicago,"Grand Rapids, MI",,,NCAA Division III Tournament,"L,0-4",Box ScoreRecap
