Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Offenberg, Sam",FR-1,11.24m,"36' 10.5""",2012 Hilltop Invite,"Feb 4, 2012"
,"Offenberg, Sam",FR-1,11.21m,"36' 9.5""",2012 Hilltop Invite,"Feb 4, 2012"
,"Offenberg, Sam",FR-1,11.20m,"36' 9""",Dutch Athletics Classic,"Jan 27, 2012"
,"Offenberg, Sam",FR-1,11.12m,"36' 5.75""",Dutch Athletics Classic,"Jan 27, 2012"
,"Offenberg, Sam",FR-1,11.09m,"36' 4.75""",Dutch Athletics Classic,"Jan 27, 2012"
,"Offenberg, Sam",FR-1,11.08m,"36' 4.25""",2012 Hilltop Invite,"Feb 4, 2012"
,"Offenberg, Sam",FR-1,11.02m,"36' 2""",Darren Young Classic,"Feb 11, 2012"
,"Offenberg, Sam",FR-1,10.98m,"36' 0.25""",Dutch Athletics Classic,"Jan 27, 2012"
,"Offenberg, Sam",FR-1,10.95m,"35' 11.25""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Offenberg, Sam",FR-1,10.91m,"35' 9.5""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Offenberg, Sam",FR-1,10.74m,"35' 3""",Darren Young Classic,"Feb 11, 2012"
,"Offenberg, Sam",FR-1,10.36m,"34' 0""",Dutch Athletics Classic,"Jan 27, 2012"
,"Offenberg, Sam",FR-1,10.09m,"33' 1.25""",Darren Young Classic,"Feb 11, 2012"
,"Offenberg, Sam",FR-1,9.90m,"32' 5.75""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
