Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Lindstrom, Jake",SO-2,4.13m,"13' 6.5""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Lindstrom, Jake",SO-2,4.10m,"13' 5.25""",2012 Hilltop Invite,"Feb 4, 2012"
,"Lindstrom, Jake",SO-2,4.10m,"13' 5.25""",Wartburg Invitational,"Feb 18, 2012"
,"Lindstrom, Jake",SO-2,3.95m,"12' 11.5""",Wartburg Invitational,"Feb 18, 2012"
,"Lindstrom, Jake",SO-2,3.95m,"12' 11.5""",2012 Hilltop Invite,"Feb 4, 2012"
,"Lindstrom, Jake",SO-2,3.80m,"12' 5.5""",Darren Young Classic,"Feb 11, 2012"
,"Lindstrom, Jake",SO-2,3.80m,"12' 5.5""",2012 Hilltop Invite,"Feb 4, 2012"
,"Lindstrom, Jake",SO-2,3.65m,"11' 11.75""",Darren Young Classic,"Feb 11, 2012"
,"Olson, Lars",FR-1,3.20m,"10' 6""",Darren Young Classic,"Feb 11, 2012"
,"Olson, Lars",FR-1,3.05m,"10' 0""",Darren Young Classic,"Feb 11, 2012"
,"Olson, Lars",,3.05m,"10' 0""",2012 Hilltop Invite,"Feb 4, 2012"
,"Olson, Lars",FR-1,3.05m,"10' 0""",Wartburg Invitational,"Feb 18, 2012"
,"Olson, Lars",,2.90m,"9' 6.25""",2012 Hilltop Invite,"Feb 4, 2012"
,"Olson, Lars",,2.75m,"9' 0.25""",2012 Hilltop Invite,"Feb 4, 2012"
