Unnamed: 0,Time,Athletes,Meet,Meet Date
,1:35.00,"Boucher, Ragan, Singh, Garwood",Wartburg Invitational,"Feb 18, 2012"
,1:35.17,"Boucher, Singh, Ragan, Garwood",Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,1:45.12,"Edwards, Tyree, Braun, Brown",Wartburg Invitational,"Feb 18, 2012"
