Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Boucher, Dylan",SR-4,7.12,Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Boucher, Dylan",SR-4,7.12,Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Boucher, Dylan",SR-4,7.13,Wartburg Invitational,"Feb 18, 2012"
,"Boucher, Dylan",SR-4,7.14,Wartburg Invitational,"Feb 18, 2012"
,"Boucher, Dylan",SR-4,7.33,Darren Young Classic,"Feb 11, 2012"
,"Boucher, Dylan",JR-3,7.36,2012 Hilltop Invite,"Feb 4, 2012"
,"Brown, Keniel",SO-2,8.02,Wartburg Invitational,"Feb 18, 2012"
,"Lindstrom, Jake",SO-2,8.28,Darren Young Classic,"Feb 11, 2012"
,"Espinosa, Kyle",,8.66,Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Espinosa, Kyle",SR-4,8.73,Darren Young Classic,"Feb 11, 2012"
,"Espinosa, Kyle",JR-3,9.0,2012 Hilltop Invite,"Feb 4, 2012"
