Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"November 15, 2016 (Tuesday)",7:00 p.m.,Home,Central College,"Grinnell, IA/Darby Gymnasium",,,,"L,39-75",Box ScoreRecap
"November 19, 2016 (Saturday)",3:00 p.m.,Home,Macalester College,"Grinnell, IA/Darby Gymnasium",,,,"W,68-54",Box ScoreRecap
"November 22, 2016 (Tuesday)",7:00 p.m.,Home,North Central University (MN),"Grinnell, IA/Darby Gymnasium",,,,"W,73-56",Box ScoreRecap
"November 26, 2016 (Saturday)",2:00 p.m.,Away,Iowa Wesleyan University,"Mount Pleasant, IA",,,,"L,38-66",Box ScoreRecap
"December 2, 2016 (Friday)",5:30 p.m.,Home,Beloit College,"Grinnell, IA/Darby Gymnasium",,,,"W,51-36",Box ScoreRecap
"December 3, 2016 (Saturday)",1:00 p.m.,Home,Lake Forest College,"Grinnell, IA/Darby Gymnasium",,,,"W,54-37",Box ScoreRecap
"December 7, 2016 (Wednesday)",5:30 p.m.,Home,Cornell College,"Grinnell, IA/Darby Gymnasium",,,,"L,39-56",Box ScoreRecap
"December 10, 2016 (Saturday)",1:00 p.m.,Away,Lawrence University,"Appleton, WI",,,,"W,65-44",Box ScoreRecap
"December 29, 2016 (Thursday)",2:00 p.m.,Away,Buena Vista University,"Storm Lake, IA",,,,"L,62-69",Box ScoreRecap
"January 4, 2017 (Wednesday)",5:30 p.m.,Away,Ripon College,"Ripon, WI",,,,"L,64-69",Box ScoreRecap
"January 6, 2017 (Friday)",5:00 p.m.,Away,St. Norbert College,"Green Bay, WI",,,,"L,35-54",Box ScoreRecap
"January 13, 2017 (Friday)",5:30 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"W,50-46",Box ScoreRecap
"January 14, 2017 (Saturday)",1:00 p.m.,Away,Beloit College,"Beloit, WI",,,,"W,59-43",Box ScoreRecap
"January 18, 2017 (Wednesday)",5:30 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"W,64-42",Box ScoreRecap
"January 21, 2017 (Saturday)",1:00 p.m.,Home,Ripon College,"Grinnell, IA/Darby Gymnasium",,,,"L,31-65",Box ScoreRecap
"January 25, 2017 (Wednesday)",5:30 p.m.,Away,Cornell College,"Mount Vernon, IA",,,,"L,52-59",Box ScoreRecap
"January 28, 2017 (Saturday)",1:00 p.m.,Home,Lawrence University,"Grinnell, IA/Darby Gymnasium",,,,"W,74-51",Box ScoreRecap
"January 31, 2017 (Tuesday)",5:30 p.m.,Home,Monmouth College,"Grinnell, IA/Darby Gymnasium",,,,"W,55-46",Box ScoreRecap
"February 4, 2017 (Saturday)",1:00 p.m.,Away,Illinois College,"Jacksonville, IL",,,,"W,75-65",Box ScoreRecap
"February 8, 2017 (Wednesday)",5:30 p.m.,Home,Knox College,"Grinnell, IA/Darby Gymnasium",,,,"W,57-53",Box ScoreRecap
"February 11, 2017 (Saturday)",1:00 p.m.,Home,St. Norbert College,"Grinnell, IA/Darby Gymnasium",,,,"L,44-59",Box ScoreRecap
"February 14, 2017 (Tuesday)",5:30 p.m.,Away,Knox College,"Galesburg, IL",,,,"W,59-53",Box ScoreRecap
"February 18, 2017 (Saturday)",3:00 p.m.,Home,Illinois College (Senior Day),"Grinnell, IA/Darby Gymnasium",,,,"W,60-50",Box ScoreRecap
"February 24, 2017 (Friday)",5:00 p.m.,Away,Cornell College (Semifinal),"Mount Vernon, IA",,,2017 Midwest Conference Tournament,"L,47-62",Box ScoreRecap
