Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 21, 2015 (Saturday)",1 pm,Away,Blackburn,,,,"W,4-3",Box ScoreRecap
"March 21, 2015 (Saturday)",3:30 pm,Away,Blackburn,"Carlinville, Ill.",,,"W,2-0",Box ScoreRecap
"March 23, 2015 (Monday)",4 pm,Away,Millsaps,Spring Trip,,,"L,2-7",Box ScoreRecap
"March 23, 2015 (Monday)",7 pm,Away,Millsaps,,,,"L,5-11",Box ScoreRecap
"March 24, 2015 (Tuesday)",3 pm,Away,Millsaps,,,,"L,11-18",Box ScoreRecap
"March 25, 2015 (Wednesday)",1 pm,Away,Rhodes,,,,"L,6-15",Box ScoreRecap
"March 25, 2015 (Wednesday)",3:30 pm,Away,Rhodes,,,,"L,0-2",Box ScoreRecap
"March 27, 2015 (Friday)",7 pm,Away,LaGrange,,,,"L,2-9",Box ScoreRecap
"March 28, 2015 (Saturday)",12 pm,Away,Emory,,,,"L,4-11",Box ScoreRecap
"March 28, 2015 (Saturday)",3 pm,Away,Emory,,,,"L,1-10",Box ScoreRecap
"April 1, 2015 (Wednesday)",4 pm,Away,Benedictine (IL),,,,"W,5-1",Box ScoreRecap
"April 1, 2015 (Wednesday)",6:30 pm,Away,Benedictine (IL),,,,"W,7-4",Box ScoreRecap
"April 4, 2015 (Saturday)",1 pm,Away,Wis.-Platteville,,,,"L,0-1",Box ScoreRecap
"April 4, 2015 (Saturday)",3:30 pm,Away,Wis.-Platteville,,,,"L,4-5",Box ScoreRecap
"April 7, 2015 (Tuesday)",4 pm,Away,Hope,,,,"W,8-2",Box ScoreRecap
"April 8, 2015 (Wednesday)",3 pm,Home,Edgewood,,,,"W,12-7",Box ScoreRecapPhotos
"April 12, 2015 (Sunday)",1 pm,Home,Rockford,,,,"L,4-5",Box ScoreRecapPhotos
"April 12, 2015 (Sunday)",3:30 pm,Home,Rockford,,,,"L,5-12",Box ScoreRecapPhotos
"April 14, 2015 (Tuesday)",2 pm,Home,St. Norbert,,,,"W,4-1",Box ScoreRecap
"April 14, 2015 (Tuesday)",4:30 pm,Home,St. Norbert,,,,"W,6-5",Box ScoreRecap
"April 15, 2015 (Wednesday)",4 pm,Away,Carthage,,,,"L,8-9",Box ScoreRecap
"April 18, 2015 (Saturday)",11 am,Away,Washington (Mo.),,,,"L,6-10",Box ScoreRecap
"April 18, 2015 (Saturday)",2 pm,Away,Washington (Mo.),,,,"W,16-13",Box ScoreRecap
"April 19, 2015 (Sunday)",1 pm,Away,Washington (Mo.),,,,"L,3-13",Box ScoreRecap
"April 21, 2015 (Tuesday)",3:30 pm,Away,Elmhurst,,,,"W,16-10",Box ScoreRecap
"April 22, 2015 (Wednesday)",3 pm,Home,North Central (Ill.),,,,"W,7-3",Box ScoreRecap
"April 26, 2015 (Sunday)",1 pm,Away,Aurora,,,,"W,3-1",Box ScoreRecap
"April 26, 2015 (Sunday)",3:30 pm,Away,Aurora,,,,"W,16-1",Box ScoreRecap
"April 28, 2015 (Tuesday)",4:30 pm,Away,North Park,,,,"W,11-5",Box ScoreRecap
"April 29, 2015 (Wednesday)",4 pm,Home,Concordia (Wis.),,,,"L,2-11",Box ScoreRecap
"May 2, 2015 (Saturday)",11 am,Home,Illinois Tech,,,,"W,11-3",Box ScoreRecapPhotos
"May 2, 2015 (Saturday)",1:30 pm,Home,Illinois Tech,,,,"W,10-6",Box ScoreRecapPhotos
"May 3, 2015 (Sunday)",1 pm,Away,Eureka,,,,"W,17-6",Box ScoreRecap
"May 3, 2015 (Sunday)",3:30 pm,Away,Eureka,,,,"L,4-7",Box ScoreRecap
"May 4, 2015 (Monday)",5 pm,Away,Edgewood,,,,"W,5-3",Box ScoreRecap
"May 8, 2015 (Friday)",3 pm,Home,Washington (Mo.),,,,"L,1-3",Box ScoreRecap
"May 9, 2015 (Saturday)",2 pm,Home,Washington (Mo.),,,,"L,4-5",Box ScoreRecap
"May 9, 2015 (Saturday)",4:30 pm,Home,Washington (Mo.),,,,"L,1-13",Box ScoreRecap
