Unnamed: 0,Time,Athletes,Meet,Meet Date
,13:23.24 #,"Smith, Fritts, Androski, Rudy",Darren Young Indoor Classic,"Feb 15, 2014"
,13:03.77 #,"Androski, Fritts, Kubica, Smith",2014 Midwest Conference Championships,"Feb 28, 2014"
,13:36.21 #,"Androski, Pinnette, Cook, Smith",Grinnell College Indoor Invitational Track & Field Meet,"Feb 8, 2014"
