Unnamed: 0,Time,Athletes,Meet,Meet Date
,4:03.80 #,"Clennon, Miller, Burnell, Ajinjeru",Darren Young Indoor Classic,"Feb 15, 2014"
,4:04.64 #,"Fritts, Miller, Burnell, Ajinjeru",2014 Midwest Conference Championships,"Feb 28, 2014"
