Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"February 8, 2003 (Saturday)",,Home,St. Mary's,,,,,"L,3-6",
"February 14, 2003 (Friday)",,Away,Bethel,,,,,"W,6-3",
"February 15, 2003 (Saturday)",,Away,Wheaton (Ill.),,,,,"L,0-7",
"February 16, 2003 (Sunday)",,Away,Carthage,,,,,"L,0-7",
"February 28, 2003 (Friday)",,Away,St. Thomas,,,,,"L,1-8",
"March 8, 2003 (Saturday)",,Away,Gustavus Adolphus,,,,,"L,0-9",
"March 8, 2003 (Saturday)",,Neutral,UW-Whitewater,Gustavus,,,,"L,3-6",
"March 14, 2003 (Friday)",,Home,Luther,,,,,"L,1-6",
"March 16, 2003 (Sunday)",,Neutral,Wisconsin-La Crosse,,,,"Spring Trip - Hilton Head, S.C.","L,1-6",
"March 17, 2003 (Monday)",,Neutral,St. Lawrence,,,,"Spring Trip - Hilton Head, S.C.","L,1-6",
"March 20, 2003 (Thursday)",,Neutral,Concordia (Wis.),,,,"Spring Trip - Hilton Head, S.C.","W,7-0",
"March 21, 2003 (Friday)",,Neutral,Hope,,,,"Spring Trip - Hilton Head, S.C.","L,0-7",
"March 29, 2003 (Saturday)",,Home,Grinnell,,,,,"W,5-2",
"April 4, 2003 (Friday)",,Home,Winona State,,,,,"L,4-5",
"April 5, 2003 (Saturday)",,Home,Concordia,,,,,"L,4-5",
"April 8, 2003 (Tuesday)",,Home,St. Cloud State,,,,,"L,2-7",
"April 12, 2003 (Saturday)",,Away,St. Olaf,,,,,"L,4-5",
"April 14, 2003 (Monday)",,Home,St. John's,,,,,"L,0-9",
"April 18, 2003 (Friday)",,Home,Carleton,,,,,"L,2-7",
"April 23, 2003 (Wednesday)",,Home,Hamline,,,,,"L,6-3",
"April 25, 2003 (Friday)",,Neutral,St. Mary's,St. Olaf,,,MIAC Championships,"W,8-1",
"April 25, 2003 (Friday)",,Neutral,Gustavus Adolphus,St. Olaf,,,MIAC Championships,"L,0-9",
"April 25, 2003 (Friday)",,Neutral,St. John's,St. Olaf,,,MIAC Championships,"L,3-6",
"April 25, 2003 (Friday)",,Away,St. Olaf,,,,MIAC Championships,"W,6-3",
