0,1,2,3,4,5
Grinnell College,303,307,610,34,7th
Lauren Chen,72,76,148,4,t-10th
Nina Kouchi,72,76,148,4,t-10th
Aubrie Torhorst#,80,76,156,12,t-34th
Mary Li,81,77,158,14,t-41st
Parker Perry,83,78,161,17,t-49th
Zoe Robinson#,86,83,169,25,t-67th
Lexi Mueldener,78,93,171,27,t-71st
