Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 9, 1992 (Wednesday)",,Away,Central,"Pella, IA",,,"L,0-3(8-15, 10-15, 9-15)",
"September 11, 1992 (Friday)",,Away,Grand View,"Des Moines, IA",,,"L,0-3(8-15, 11-15, 9-15)",
"September 16, 1992 (Wednesday)",,Home,William Penn,"Grinnell, IA",,,"L,1-3(14-16, 8-15, 15-10, 5-15)",
"September 19, 1992 (Saturday)",,Neutral,Lakeland (Beloit Invitational),"Beloit, WI",,,"L,0-2(4-15, 10-15)",
"September 19, 1992 (Saturday)",,Away,Beloit (Beloit Invitational),"Beloit, WI",,,"L,1-2(16-14, 10-15, 1-15)",
"September 19, 1992 (Saturday)",,Neutral,Judson University,"Beloit, WI",,,"L,0-2(12-15, 1-15)",
"September 19, 1992 (Saturday)",,Neutral,Ripon (Beloit Invitational),"Beloit, WI",,,"L,0-2(4-15, 7-15)",
"September 24, 1992 (Thursday)",,Home,Dubuque,"Grinnell, IA",,,"L,1-2(15-12, 4-15, 0-15)",
"September 24, 1992 (Thursday)",,Home,Iowa Wesleyan,"Grinnell, IA",,,"W,2-0(15-13, 15-10)",
"September 26, 1992 (Saturday)",,Away,Judson University,"Elgin, IL",,,"L,0-2(12-15, 4-15)",
"September 26, 1992 (Saturday)",,Neutral,Trinity,"Elgin, IL",,,"W,2-1(15-13, 14-16, 15-7)",
"September 26, 1992 (Saturday)",,Neutral,Aurora,"Elgin, IL",,,"L,1-2(6-15, 15-5, 9-15)",
"September 29, 1992 (Tuesday)",,Away,Cornell,"Mount Vernon, IA",,,"L,0-3(6-15, 5-15, 13-15)",
"October 2, 1992 (Friday)",,Home,Monmouth,"Grinnell, IA",,,"L,1-3(5-15, 8-15, 15-5, 10-15)",
"October 3, 1992 (Saturday)",,Home,Illinois College,"Grinnell, IA",,,"L,0-3(8-15, 7-15, 12-15)",
"October 6, 1992 (Tuesday)",,Away,Iowa Wesleyan,"Mount Pleasant, IA",,,"W,2-0(15-4, 16-14)",
"October 6, 1992 (Tuesday)",,Neutral,Hannibal-LaGrange,"Mount Pleasant, IA",,,"W,2-0(16-14, 15-12)",
"October 10, 1992 (Saturday)",,Home,Central (Grinnell Invitational),"Grinnell, IA",,,"L,0-2(3-15, 7-15)",
"October 10, 1992 (Saturday)",,Home,Mount Mercy (Grinnell Invitational),"Grinnell, IA",,,"L,0-2(3-15, 3-15)",
"October 10, 1992 (Saturday)",,Home,William Penn (Grinnell Invitational),"Grinnell, IA",,,"L,0-2(3-15, 3-15)",
"October 13, 1992 (Tuesday)",,Away,Coe,"Cedar Rapids, IA",,,"L,2-3(8-15, 15-11, 8-15, 15-11, 10-15)",
"October 17, 1992 (Saturday)",,Neutral,Briar Cliff (Mount Mercy Invitational),"Cedar Rapids, IA",,,"L,0-2(1-15, 8-15)",
"October 17, 1992 (Saturday)",,Away,Mount Mercy (Mount Mercy Invitational),"Cedar Rapids, IA",,,"L,0-2(1-15, 2-15)",
"October 17, 1992 (Saturday)",,Neutral,Augustana,"Cedar Rapids, IA",,,"L,0-2(9-15, 10-15)",
"October 19, 1992 (Monday)",,Away,William Penn,"Oskaloosa, IA",,,"L,0-3(2-15, 10-15, 8-15)",
"October 21, 1992 (Wednesday)",,Away,Knox,"Galesburg, IL",,,"L,0-3(9-15, 4-15, 4-15)",
"October 30, 1992 (Friday)",,Neutral,Carroll (MWC Tournament),"Beloit, WI",,,"L,0-2(8-15, 9-15)",
"October 31, 1992 (Saturday)",,Away,Beloit (MWC Tournament),"Beloit, WI",,,"L,0-2(15-17, 6-15)",
"October 31, 1992 (Saturday)",,Neutral,Illinois College (MWC Tournament),"Beloit, WI",,,"L,0-2(6-15, 6-15)",
