0,1,2
POINTS,13,Lake Forest (9/24/2017)
GOALS,5,Lake Forest (9/24/2017)
ASSISTS,3,"Dubuque, Univ.of (9/2/2017) North Central (9/9/2017) Lake Forest (9/24/2017)"
SHOTS,29,Lake Forest (9/24/2017)
SHOTS ON GOAL,15,Lake Forest (9/24/2017)
SAVES,15,Ripon (10/21/2017)
FOULS,22,Illinois College (9/30/2017)
CORNER KICKS,10,Lake Forest (9/24/2017)
