Statistic,High,Player,Opponent
POINTS,6,Antonio Dimarco Antonio Dimarco,Westminster (MO) (9/5/2017) Iowa Wesleyan (9/10/2017)
GOALS,3,Antonio Dimarco Antonio Dimarco,Westminster (MO) (9/5/2017) Iowa Wesleyan (9/10/2017)
ASSISTS,2,Kyle Buse,Lake Forest (9/24/2017)
SHOTS,8,Antonio Dimarco,Iowa Wesleyan (9/10/2017)
SHOTS ON GOAL,7,Antonio Dimarco,Westminster (MO) (9/5/2017)
SAVES,10,Jared Cloutier,Lake Forest (9/24/2017)
