Date,Opponent,Score,Minutes,GA,GAAvg,Saves,Save %,W,L,T,SHO,Faced
9/1/2017,Coe College,0-1,90:00,1,1.0,11,0.917,0,1,0,0,23
9/2/2017,"Dubuque, Univ.of",3-2,90:00,2,1.5,3,0.6,1,0,0,0,12
9/5/2017,Westminster (MO),4-3,90:00,3,2.0,11,0.786,1,0,0,0,16
9/9/2017,North Central,3-2,93:16,2,1.98,5,0.714,1,0,0,0,13
9/10/2017,Iowa Wesleyan,4-4,110:00,4,2.28,5,0.556,0,0,1,0,16
9/13/2017,Simpson,4-1,90:00,1,2.08,7,0.875,1,0,0,0,12
9/16/2017,Nebraska Wesleyan,1-0,90:00,0,1.79,3,1.0,1,0,0,1,8
9/17/2017,Buena Vista,1-2,106:44,2,1.78,5,0.714,0,1,0,0,18
9/23/2017,Beloit,0-3,90:00,3,1.91,8,0.727,0,1,0,0,21
9/24/2017,Lake Forest,5-4,104:59,4,2.07,7,0.636,1,0,0,0,20
9/30/2017,Illinois College,0-2,90:00,2,2.07,4,0.667,0,1,0,0,13
10/4/2017,Cornell College,0-1,90:00,1,1.98,4,0.8,0,1,0,0,10
10/7/2017,Knox,2-0,90:00,0,1.84,4,1.0,1,0,0,1,11
10/14/2017,St. Norbert College,2-0,90:00,0,1.71,6,1.0,1,0,0,1,6
10/15/2017,Lawrence University,1-3,90:00,3,1.79,8,0.727,0,1,0,0,19
10/21/2017,Ripon,0-2,0:00,2,1.92,15,0.882,0,1,0,0,29
10/28/2017,Monmouth (IL),1-2,90:00,2,1.93,8,0.8,0,1,0,0,21
11/3/2017,Knox,2-3,94:41,3,1.98,2,0.4,0,1,0,0,6
11/4/2017,Lake Forest,2-0,90:00,0,1.88,4,1.0,1,0,0,1,12
Totals,,-,1677,35,1.88,120,0.774,9,9,1,4,286
Grinnell College,,-,1679:40,35,1.88,78,0.69,9,9,1,5,227
