0,1,2
POINTS,2,Cornell College (10/4/2017)
GOALS,1,Coe College (9/1/2017) Simpson (9/13/2017) Cornell College (10/4/2017)
ASSISTS,1,Coe College (9/1/2017) North Central (9/9/2017) Simpson (9/13/2017) Illinois College (9/30/2017) Lawrence University (10/15/2017) Ripon (10/21/2017) Knox (11/3/2017)
SHOTS,6,Nebraska Wesleyan (9/16/2017) Knox (11/3/2017)
SHOTS ON GOAL,3,Nebraska Wesleyan (9/16/2017)
SAVES,1,Nebraska Wesleyan (9/16/2017)
FOULS,2,Simpson (9/13/2017)
CORNER KICKS,1,Illinois College (9/30/2017) Knox (10/7/2017) Knox (11/3/2017)
