Statistic,High,Opponent
POINTS,12,Lake Forest (9/24/2017)
GOALS,4,Iowa Wesleyan (9/10/2017) Lake Forest (9/24/2017)
ASSISTS,4,Lake Forest (9/24/2017)
SHOTS,30,Ripon (10/21/2017)
SHOTS ON GOAL,17,Ripon (10/21/2017)
SAVES,10,Lake Forest (9/24/2017)
FOULS,16,Knox (11/3/2017)
CORNER KICKS,19,Buena Vista (9/17/2017)
