#,Player,GP,GS,MIN,G,A,PTS,SH,SH%,SOG,SOG%,YC-RC,GW,PG-PA,Bio Link
8.0,"DiMarco, Antonio 8DiMarco, Antonio",9,9,506,6,2,14,23,0.261,15,0.652,2-0,2,2-2,View Bio
6.0,"Curiskis, Artis 6Curiskis, Artis",9,9,351,2,2,6,19,0.105,10,0.526,1-0,0,1-1,View Bio
12.0,"Yang, Jasper 12Yang, Jasper",9,7,238,3,0,6,13,0.231,7,0.538,0-0,2,0-0,View Bio
11.0,"Sorenson, Evan 11Sorenson, Evan",9,9,549,2,1,5,15,0.133,6,0.4,2-0,1,0-0,View Bio
10.0,"Hotchkiss, Sidney 10Hotchkiss, Sidney",6,1,188,2,0,4,9,0.222,4,0.444,0-0,0,0-0,View Bio
9.0,"Buse, Kyle 9Buse, Kyle",6,5,404,0,2,2,3,0.0,1,0.333,1-0,0,0-0,View Bio
7.0,"Fluharty, Noah 7Fluharty, Noah",9,9,288,1,0,2,11,0.091,7,0.636,1-0,1,0-0,View Bio
5.0,"Kobayashi, Mikoto 5Kobayashi, Mikoto",9,0,231,0,2,2,6,0.0,1,0.167,0-0,0,0-0,View Bio
10.0,"Piedrasanta, Carlos 10Piedrasanta, Carlos",5,1,234,1,0,2,14,0.071,5,0.357,0-0,0,0-0,View Bio
1.0,"Cloutier, Jared 1Cloutier, Jared",9,8,473,0,1,1,0,0.0,0,0.0,1-0,0,0-0,View Bio
19.0,"Pflipsen, Thomas 19Pflipsen, Thomas",9,9,596,0,1,1,2,0.0,1,0.5,0-0,0,0-0,View Bio
27.0,"Steinberg, Zach 27Steinberg, Zach",8,6,473,0,1,1,3,0.0,1,0.333,1-0,0,0-0,View Bio
20.0,"Ampin-darko, Papakojo 20Ampin-darko, Papakojo",3,0,46,0,0,0,1,0.0,0,0.0,0-0,0,0-0,
29.0,"Collins, Sam 29Collins, Sam",5,3,149,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
3.0,"Ewing, Leo 3Ewing, Leo",1,0,29,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
26.0,"Ferguson, Jackson 26Ferguson, Jackson",1,0,10,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
13.0,"Harroun, Nikolai 13Harroun, Nikolai",9,9,616,0,0,0,3,0.0,2,0.667,0-0,0,0-0,View Bio
24.0,"Heller, Ben 24Heller, Ben",2,0,62,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
18.0,"Herzberg, Nico 18Herzberg, Nico",4,0,30,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
4.0,"Kamp, Michael 4Kamp, Michael",8,0,193,0,0,0,3,0.0,1,0.333,0-0,0,0-0,View Bio
25.0,"Li, Jeff 25Li, Jeff",3,0,47,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
14.0,"Marin, Juan 14Marin, Juan",8,1,135,0,0,0,7,0.0,2,0.286,0-0,0,0-0,View Bio
22.0,"Miller, Zeke 22Miller, Zeke",1,0,9,0,0,0,1,0.0,1,1.0,0-0,0,0-0,View Bio
17.0,"Naik, Sam 17Naik, Sam",7,0,135,0,0,0,2,0.0,0,0.0,0-0,0,0-0,View Bio
0.0,"Nattinger, Michael 00Nattinger, Michael",2,0,21,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
22.0,"O'Donnell, Tommy 22O'Donnell, Tommy",1,0,0,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
28.0,"Paige, Eric 28Paige, Eric",1,0,22,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
23.0,"Record, Matt 23Record, Matt",6,0,127,0,0,0,7,0.0,3,0.429,0-0,0,0-0,View Bio
21.0,"Reeves, Zach 21Reeves, Zach",6,0,91,0,0,0,1,0.0,1,1.0,0-0,0,0-0,
15.0,"Ritter, Caleb 15Ritter, Caleb",4,1,116,0,0,0,2,0.0,2,1.0,0-0,0,0-0,View Bio
26.0,"Rueda, Enrique 26Rueda, Enrique",1,0,23,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
2.0,"Sanchez-Conde, Francisco 2Sanchez-Conde, Francisco",9,9,612,0,0,0,7,0.0,4,0.571,2-0,0,0-0,View Bio
0.0,"Spicer, Michael 0Spicer, Michael",4,1,159,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
16.0,"Thal, Zach 16Thal, Zach",4,2,76,0,0,0,3,0.0,1,0.333,1-0,0,0-0,View Bio
,Total,9,-,7239,17,12,46,156,0.109,75,0.481,22-1,6,3-3,
,Opponent,9,-,7148,11,7,29,83,0.133,38,0.458,29-2,3,2-2,
