Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 2, 2022 (Friday)",6:00 PM,Home,Principia College,"Jacksonville, Ill.",,,Illinois College Invitational,Canceled,
"September 2, 2022 (Friday)",8:00 PM,Home,Franklin College,"Jacksonville, Ill.",,,Illinois College Invitational,"L,0-3",Box ScoreRecap
"September 3, 2022 (Saturday)",10:30 AM,Home,Anderson University (IN),"Jacksonville, Ill.",,,Illinois College Invitational,"L,0-3",Box ScoreRecap
"September 3, 2022 (Saturday)",2:30 PM,Home,Westminster College (MO),"Jacksonville, Ill.",,,Illinois College Invitational,"W,3-1",Box ScoreRecap
"September 7, 2022 (Wednesday)",6:00 PM,Away,Webster University,"St. Louis, MO",,,,"L,2-3",Box ScoreRecap
"September 9, 2022 (Friday)",1:00 PM,Neutral,Whitworth University,"Lexington, Ky.",,,Transylvania University Invitational,"L,0-3",Box ScoreRecapTournament Page
"September 9, 2022 (Friday)",5:00 PM,Neutral,University of Dubuque,"Lexington, Ky.",,,Transylvania University Invitational,"L,0-3",Box ScoreRecap
"September 10, 2022 (Saturday)",2:00 PM,Neutral,Texas Lutheran University,"Lexington, Ky.",,,Transylvania University Invitational,"L,0-3",Box ScoreRecap
"September 10, 2022 (Saturday)",4:00 PM,Neutral,Sewanee,"Lexington, Ky.",,,Transylvania University Invitational,"L,2-3",Box ScoreRecap
"September 14, 2022 (Wednesday)",6:00 PM,Away,Greenville University,"Greenville, IL",,,,"L,1-3",Box ScoreRecap
"September 16, 2022 (Friday)",6:00 PM,Neutral,Spalding University (Ky.),"Olivet, MI",,,Albion/Olivet Invitational,"W,3-0",Box ScoreRecapTournament Page
"September 16, 2022 (Friday)",8:00 PM,Away,Olivet College,"Olivet, MI",,,Albion/Olivet Invitational,"W,3-1",Box ScoreRecap
"September 17, 2022 (Saturday)",10:00 AM,Away,#22 Albion College,"Albion, MI",,,Albion/Olivet Invitational,"L,0-3",Box ScoreRecap
"September 17, 2022 (Saturday)",2:00 PM,Neutral,Kalamazoo College,"Albion, MI",,,Albion/Olivet Invitational,"W,3-0",Box ScoreRecap
"September 23, 2022 (Friday)",7:00 PM,Home,Beloit College,"Jacksonville, Ill.",,,,"W,3-0",Box ScoreRecap
"September 24, 2022 (Saturday)",1:00 PM,Home,Grinnell College,"Jacksonville, Ill.",,,,"L,2-3",Box ScoreRecap
"September 28, 2022 (Wednesday)",7:00 PM,Home,#5 Washington University in St. Louis,"Jacksonville, Ill.",,,,"L,1-3",Box ScoreRecap
"September 30, 2022 (Friday)",6:00 PM,Home,Ripon College,"Jacksonville, Ill.",,,,"W,3-1",Box ScoreRecap
"October 4, 2022 (Tuesday)",7:00 PM,Away,Dominican University (Ill.),"River Forest, IL",,,,"W,3-2",Box ScoreRecap
"October 7, 2022 (Friday)",7:00 PM,Neutral,Millikin University,"St. Louis, Mo.",,,Wash U Invitational,"L,0-3",Box ScoreRecap
"October 8, 2022 (Saturday)",10:00 AM,Away,#6 Washington University in St. Louis,"St. Louis, MO",,,Wash U Invitational,"L,0-3",Box ScoreRecap
"October 8, 2022 (Saturday)",12:00 PM,Neutral,Illinois Wesleyan University,"St. Louis, Mo.",,,Wash U Invitational,"L,0-3",Box ScoreRecap
"October 12, 2022 (Wednesday)",7:00 PM,Away,Monmouth College,"Monmouth, IL",,,,"W,3-1",Box ScoreRecap
"October 15, 2022 (Saturday)",1:00 PM,Away,Cornell College,"Mount Vernon, IA",,,,"L,0-3",Box ScoreRecap
"October 18, 2022 (Tuesday)",7:00 PM,Home,Fontbonne University,"Jacksonville, Ill.",,,,"W,3-0",Box ScoreRecap
"October 21, 2022 (Friday)",7:00 PM,Away,Lake Forest College,"Lake Forest, IL",,,,"L,2-3",Box ScoreRecap
"October 22, 2022 (Saturday)",1:00 PM,Away,Lawrence University,"Appleton, WI",,,,"W,3-0",Box ScoreRecap
"October 27, 2022 (Thursday)",7:00 PM,Home,Blackburn College,"Jacksonville, Ill.",,,,"W,3-0",Box ScoreRecap
"October 29, 2022 (Saturday)",11:00 AM,Home,Knox College,"Jacksonville, Ill.",,,,"W,3-0",Box ScoreRecap
"October 29, 2022 (Saturday)",3:00 PM,Home,Greenville University,"Jacksonville, Ill.",,,,"L,0-3",Box ScoreRecap
"November 4, 2022 (Friday)",7:00 PM,Away,Cornell College,"Mount Vernon, Iowa",,,Midwest Conference Tournament,"L,0-3",Box ScoreRecapTournament Page
