Name,GP,3PM,3PA,3P%,3PM/G,3PA/G
"#25 Heath, Tyria",22,18,55,0.327,0.8,2.5
"#42 Morrissey, Kayla",22,18,57,0.316,0.8,2.6
"#22 Woolam, Olivia",22,18,65,0.277,0.8,3.0
"#14 Kasprak, Regan",22,17,65,0.262,0.8,3.0
"#13 Kessel, Hanna",20,17,50,0.34,0.9,2.5
"#20 Collier, Claire",20,2,20,0.1,0.1,1.0
"#24 Giles, Margaret",22,0,1,0.0,0.0,0.0
"#44 Guzzo, Daria",11,0,1,0.0,0.0,0.1
"#10 Hanlon, May",17,0,5,0.0,0.0,0.3
"#34 Hellweg, Abby",22,0,7,0.0,0.0,0.3
