#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,AST/G,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,AST/G,TO,STL,BLK,Bio Link
42,"Morrissey, Kayla 42 Morrissey, Kayla",16,16.0,542,33.9,85,205,0.415,15,47,0.319,131,162,0.809,316,19.8,25,109,134,8.4,43,43,2.7,46,20,9,View Bio
25,"Heath, Tyria 25 Heath, Tyria",16,16.0,481,30.1,68,166,0.41,16,48,0.333,42,62,0.677,194,12.1,12,28,40,2.5,45,29,1.8,48,28,1,View Bio
14,"Kasprak, Regan 14 Kasprak, Regan",16,16.0,526,32.9,73,214,0.341,15,58,0.259,23,39,0.59,184,11.5,10,21,31,1.9,17,36,2.3,44,23,3,View Bio
13,"Kessel, Hanna 13 Kessel, Hanna",16,5.0,383,23.9,34,74,0.459,14,42,0.333,8,10,0.8,90,5.6,23,18,41,2.6,19,13,0.8,21,16,2,View Bio
34,"Hellweg, Abby 34 Hellweg, Abby",16,11.0,299,18.7,15,42,0.357,0,5,0.0,4,6,0.667,34,2.1,11,29,40,2.5,20,12,0.8,18,13,2,View Bio
44,"Guzzo, Daria 44 Guzzo, Daria",6,4.0,122,20.3,4,22,0.182,0,0,0.0,4,8,0.5,12,2.0,13,14,27,4.5,8,1,0.2,5,3,4,View Bio
22,"Woolam, Olivia 22 Woolam, Olivia",16,0.0,94,5.9,12,37,0.324,10,33,0.303,1,2,0.5,35,2.2,0,2,2,0.1,20,2,0.1,9,1,2,View Bio
11,"Kricfalusi, Mikayla 11 Kricfalusi, Mikayla",14,10.0,230,16.4,7,24,0.292,0,0,0.0,4,7,0.571,18,1.3,27,51,78,5.6,46,2,0.1,23,5,13,View Bio
24,"Giles, Margaret 24 Giles, Margaret",16,2.0,276,17.3,9,38,0.237,0,0,0.0,1,2,0.5,19,1.2,11,44,55,3.4,22,5,0.3,7,2,7,View Bio
23,"Collier, Claire 23 Collier, Claire",14,0.0,176,12.6,8,49,0.163,1,9,0.111,6,8,0.75,23,1.6,7,21,28,2.0,22,4,0.3,15,7,5,View Bio
10,"Hanlon, May 10 Hanlon, May",13,0.0,70,5.4,6,18,0.333,0,5,0.0,4,9,0.444,16,1.2,2,11,13,1.0,4,1,0.1,6,4,0,View Bio
35,"Dos Santos, Stephany 35 Dos Santos, Stephany",1,0.0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,View Bio
TM,Team  TM Team,16,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,26,27,53,3.3,0,0,0.0,5,0,0,
,Total,16,,3200,200.0,321,889,0.361,71,247,0.287,228,315,0.724,941,58.81,167,375,542,33.9,266,148,9.3,247,122,48,
,Opponents,16,,3200,200.0,396,928,0.427,91,273,0.333,189,289,0.654,1072,67.0,203,440,643,40.2,296,267,16.7,257,134,38,
