Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 31, 2014 (Sunday)",3:00 p.m.,Home,Carleton College,"Grinnell, IA",,,,"L,0-1Overtime",Box ScoreRecap
"September 3, 2014 (Wednesday)",5:00 p.m.,Home,University of Dubuque,"Grinnell, IA",,,,"T,0-0Overtime",Box ScoreRecap
"September 6, 2014 (Saturday)",3:00 p.m.,Home,Aurora University,"Grinnell, IA",,,,"T,1-1Overtime",Box ScoreRecap
"September 10, 2014 (Wednesday)",5:00 p.m.,Home,Coe College,"Grinnell, IA",,,,"W,5-0",Box ScoreRecap
"September 13, 2014 (Saturday)",TBA,Neutral,Webster University,"Naperville, IL",,,Sal Vaccaro Tournament,"W,2-0",Box ScoreRecap
"September 14, 2014 (Sunday)",TBA,Neutral,Penn St.-Behrend,"Naperville, IL",,,Sal Vaccaro Tournament,"W,3-1",Box ScoreRecap
"September 20, 2014 (Saturday)",1:00 p.m.,Home,Knox College,"Grinnell, IA",,,,"L,0-3",Box ScoreRecap
"September 21, 2014 (Sunday)",1:00 p.m.,Away,Buena Vista University,"Storm Lake, IA",,,,"W,4-0",Box ScoreRecap
"September 27, 2014 (Saturday)",11:00 a.m.,Home,Illinois College,"Grinnell, IA",,,,"L,0-1",Box ScoreRecap
"October 4, 2014 (Saturday)",11:00 a.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"T,1-1Overtime",Box ScoreRecap
"October 5, 2014 (Sunday)",11:00 a.m.,Away,Carroll University,"Waukesha, WI",,,,"T,0-0Overtime",Box ScoreRecap
"October 11, 2014 (Saturday)",11:00 a.m.,Away,Beloit College,"Beloit, WI",,,,"W,3-0",Box ScoreRecap
"October 14, 2014 (Tuesday)",4:00 p.m.,Home,Central College,"Grinnell, IA",,,,Postponed,Recap
"October 18, 2014 (Saturday)",11:00 a.m.,Home,Lawrence University (Senior Day),"Grinnell, IA",,,,"W,1-0",Box ScoreRecap
"October 19, 2014 (Sunday)",11:00 a.m.,Home,St. Norbert College,"Grinnell, IA",,,,"T,0-0Overtime",Box ScoreRecap
"October 25, 2014 (Saturday)",Noon,Away,Monmouth College,"Monmouth, IL",,,,"W,1-0Overtime",Box ScoreRecap
"October 29, 2014 (Wednesday)",4:00 p.m.,Home,Cornell College,"Grinnell, IA",,,,"W,8-0",Box ScoreRecap
"November 1, 2014 (Saturday)",11:00 a.m.,Away,Ripon College,"Ripon, WI",,,,"W,5-0",Box ScoreRecap
