Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 24, 2021 (Tuesday)",5:00 pm,Away,Southeastern Community College,"West Burlington, IA",,,,
"September 7, 2021 (Tuesday)",5:00 pm,Home,Principia College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,Canceled,
"September 13, 2021 (Monday)",7:30 pm,Away,Loras College,"Dubuque, IA",,,"L,0-4",Box ScoreRecap
"September 15, 2021 (Wednesday)",7:30 pm,Away,Coe College,"Cedar Rapids, IA",,,"T,1-1",Box ScoreRecap
"September 17, 2021 (Friday)",2:00 pm,Home,Buena Vista University,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"T,1-1",Box ScoreRecap
"September 18, 2021 (Saturday)",3:00 pm,Home,University of Dubuque,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,0-8",Box Score
"September 21, 2021 (Tuesday)",7:30  pm,Away,University of Wisconsin-Whitewater,"Whitewater, WI",,,"L,0-5",Box Score
"September 22, 2021 (Wednesday)",7:30 pm,Away,Augustana College (IL),"Rock Island, IL",,,"L,0-2",Box ScoreRecap
"September 25, 2021 (Saturday)",1:30 pm,Home,Cornell College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,1-2",Box ScoreRecap2021 Men Soccer Game Notes Sep 25
"September 28, 2021 (Tuesday)",7:00 p.m.,Away,Illinois Wesleyan University,"Bloomington, IL",,,"L,0-4",Box ScoreRecap
"October 2, 2021 (Saturday)",1:30 pm,Home,Lake Forest College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,0-3",Box Score
"October 5, 2021 (Tuesday)",4:30 pm,Home,Knox College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,2-4",Box ScoreRecap
"October 9, 2021 (Saturday)",1:30 pm,Away,Ripon College,"Ripon, WI",,,"L,0-3",Box ScoreRecap
"October 13, 2021 (Wednesday)",4:30 pm,Away,Grinnell College,"Grinnell, IA",,,"L,1-7",Box Score
"October 20, 2021 (Wednesday)",7:00 pm,Away,Illinois College,"Jacksonville, IL",,,"L,0-4",Box Score
"October 23, 2021 (Saturday)",1:30 pm,Home,Beloit College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,0-3",Box ScoreRecap
"October 30, 2021 (Saturday)",1:30 pm,Away,Lawrence University,"Appleton, WI",,,"W,1-0",Box ScoreRecap
