Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 27, 2011 (Saturday)",1:00 p.m.,Neutral,Illinois Wesleyan University,"Rock Island, IL",,,,"W,5-4",Box Score
"August 27, 2011 (Saturday)",4:30 p.m.,Away,Augustana College,"Rock Island, IL",,,,"W,6-1",Box Score
"September 10, 2011 (Saturday)",11:00 a.m.,Home,Knox College,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",Box Score
"September 13, 2011 (Tuesday)",4:00 p.m.,Home,Central College,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",Box Score
"September 18, 2011 (Sunday)",11:00 a.m.,Neutral,Lake Forest College,"Davenport, IA",,,,"W,9-0",Box Score
"September 18, 2011 (Sunday)",2:30 p.m.,Away,Saint Ambrose University (Iowa),"Davenport, IA",,,,"W,9-0",Box Score
"October 1, 2011 (Saturday)",9:00 a.m.,Away,Beloit College,"Beloit, WI",,,,"W,9-0",Box Score
"October 1, 2011 (Saturday)",Noon,Neutral,St. Norbert College,"Beloit, WI",,,,"W,8-1",Box Score
"October 2, 2011 (Sunday)",9:00 a.m.,Away,Carroll University,"Waukesha, Wi",,,,"W,7-2",Box Score
"October 8, 2011 (Saturday)",,Home,Grand View University,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",Box Score
"October 8, 2011 (Saturday)",11:00 a.m.,Home,Monmouth College,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",Box Score
"October 14, 2011 (Friday)",9:00 a.m.,Neutral,Lawrence University,"Rockford, IL",,,,"W,5-0",Box Score
"October 14, 2011 (Friday)",Noon,Neutral,St. Norbert College,"Rockford, IL",,,,"W,5-1",Box Score
"October 15, 2011 (Saturday)",8:00 a.m.,Away,"MWC Doubles Tourney @ Madison, WI","Madison, WI",,,,,Results
"October 16, 2011 (Sunday)",8:00 a.m.,Away,"MWC Singles Tourney @ Madison, WI","Madison, WI",,,,,RecapResults
"March 18, 2012 (Sunday)",3:30 p.m.,Neutral,Oglethorpe University,"Orlando, Fla.",,,,"W,6-3",RecapBox Score
"March 19, 2012 (Monday)",Noon,Neutral,Calvin College,"Orlando, FL",,,,"W,9-0",Box Score
"March 20, 2012 (Tuesday)",Noon,Neutral,New Paltz,"Orlando, FL",,,,"W,5-4",Box Score
"March 21, 2012 (Wednesday)",Noon,Neutral,Carthage College,"Orlando, FL",,,,"W,5-4",Box Score
"March 23, 2012 (Friday)",Noon,Neutral,Pacific University,"Orlando, FL",,,,"W,7-2",Box Score
"April 1, 2012 (Sunday)",2:00 p.m.,Away,Carleton College,"Northfield, MN",,,,"L,0-9",Box Score
"April 7, 2012 (Saturday)",2:00 p.m.,Home,Coe College,"Grinnell, IA",,,,"L,4-5",Box Score
"April 22, 2012 (Sunday)",12:00 p.m.,Home,Luther College,"Grinnell, IA/10th Avenue Courts",,,,"L,4-5",RecapBox Score
"April 25, 2012 (Wednesday)",4:00 p.m.,Away,Cornell College,"Mount Vernon, IA",,,,"W,7-2",RecapBox Score
"May 11, 2012 (Friday)",2:00 p.m.,Neutral,Carleton College,"Chicago, IL",,,2012 NCAA Women's Tennis Tournament,"L,0-5",RecapBox Score
