Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2015 (Tuesday)",,Away,Edgewood College,"Madison, WI",,,"L,1-2",
"September 4, 2015 (Friday)",,Home,Maranatha Baptist  University,"Beloit, Wis./Strong Complex Soccer Field",,,"L,1-2",
"September 5, 2015 (Saturday)",,Home,Blackburn College,"Beloit, Wis./Strong Complex Soccer Field",,,"T,2-2",
"September 9, 2015 (Wednesday)",,Away,Concordia University Chicago,"River Forest, IL",,,"L,0-2",
"September 12, 2015 (Saturday)",,Home,Northland College,"Beloit, Wis./Strong Complex Soccer Field",,,"W,2-0",
"September 16, 2015 (Wednesday)",,Home,Concordia University (Wis.),"Beloit, Wis./Strong Complex Soccer Field",,,"L,3-4",
"September 19, 2015 (Saturday)",,Away,St. Norbert College,De Pere. WI,,,"L,0-4",
"September 20, 2015 (Sunday)",,Away,Ripon College,"Ripon, WI",,,"W,2-0",
"September 26, 2015 (Saturday)",,Away,Monmouth College,"Monmouth, IL",,,"W,1-0",
"September 30, 2015 (Wednesday)",,Home,Carroll University,"Waukesha, Wis./Strong Complex Soccer Field",,,"L,0-1",
"October 10, 2015 (Saturday)",,Home,Lawrence University,"Beloit, Wis./Strong Complex Soccer Field",,,"L,0-1",
"October 15, 2015 (Thursday)",,Home,Illinois College,"Jacksonville, Ill./Strong Complex Soccer Field",,,"W,1-0",
"October 18, 2015 (Sunday)",,Home,Knox College,"Beloit, Wis,/Strong Complex Soccer Field",,,"L,0-3",
"October 24, 2015 (Saturday)",,Away,Cornell College,"Mount Vernon, IA",,,"W,2-1",
"October 29, 2015 (Thursday)",,Away,Lake Forest College,"Lake Forest, IL",,,"L,0-6",
"October 31, 2015 (Saturday)",,Away,Grinnell College,"Grinnell, IA",,,"L,0-10",
