Unnamed: 0,Time,Athletes,Meet,Meet Date
,10:33.36,"Baumann, silvia, Anderson, Kolacia",Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016"
,11:07.15,"Crail, Anderson, Baumann, Kolacia",Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,11:08.75,"Baumann, Crail, Anderson, Jensen",Grinnell Indoor Invitational,"Feb 6, 2016"
