Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"November 9, 2024 (Saturday)",Noon CST,Away,Kalamazoo College,"Kalamazoo, MI",,,,"L,115-130",Box ScoreRecap
"November 10, 2024 (Sunday)",Noon CST,Away,Alma College,"Alma, MI",,,,"W,124-79",Box ScoreRecap
"November 16, 2024 (Saturday)",1 p.m.,Home,Principia College,"Grinnell, IA/Darby Gymnasium",,,,"W,126-89",Box ScoreRecap
"November 19, 2024 (Tuesday)",7 p.m.,Home,Wartburg College,"Grinnell, IA/Darby Gymnasium",,,,"L,111-123",Box ScoreRecap
"November 22, 2024 (Friday)",5 p.m.,Home,Maranatha Baptist  University,"Grinnell, IA/Darby Gymnasium",,,,"W,135-79",Box ScoreRecap
"November 23, 2024 (Saturday)",3 p.m.,Home,Macalester College,"Grinnell, IA/Darby Gymnasium",,,,"W,133-92",Box ScoreRecap
"November 30, 2024 (Saturday)",Noon,Home,Greenville University,"Grinnell, IA/Darby Gymnasium",,,,"W,125-101",Box ScoreRecap
"December 3, 2024 (Tuesday)",7:30 p.m.,Home,Knox College,"Grinnell, IA/Darby Gymnasium",,,,"W,107-101",Box ScoreRecap
"December 7, 2024 (Saturday)",3 p.m.,Away,Lawrence University,"Appleton, WI",,,,"W,110-78",Box ScoreRecap
"December 11, 2024 (Wednesday)",7:30 p.m.,Away,Cornell College,"Mount Vernon, IA",,,,"W,105-93",Box ScoreRecap
"December 14, 2024 (Saturday)",1 p.m.,Home,Blackburn College,"Grinnell, IA/Darby Gymnasium",,,,"W,120-79",Box ScoreRecap
"December 30, 2024 (Monday)",3 p.m.,Neutral,Northland College,"Wisconsin Dells, WI",,,,"W,137-75",Box ScoreRecap
"January 4, 2025 (Saturday)",3 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"L,116-127",Box ScoreRecap
"January 8, 2025 (Wednesday)",7:30 p.m.,Home,Ripon College,"Grinnell, IA/Darby Gymnasium",,,,"W,99-97",Box ScoreRecap
"January 11, 2025 (Saturday)",3 p.m.,Home,Lawrence University,"Grinnell, IA/Darby Gymnasium",,,,"W,109-86",Box ScoreRecap
"January 14, 2025 (Tuesday)",7:30 p.m.,Away,Beloit College,"Beloit, WI",,,,"W,105-104(OT)",Box ScoreRecap
"January 22, 2025 (Wednesday)",7:30 p.m.,Home,Monmouth College,"Grinnell, IA/Darby Gymnasium",,,,"L,99-102",Box ScoreRecap
"January 25, 2025 (Saturday)",4 p.m.,Away,Ripon College,"Ripon, WI",,,,"L,85-102",Box ScoreRecap
"January 28, 2025 (Tuesday)",7:30 p.m.,Away,Knox College,"Galesburg, IL",,,,"W,107-88",Box ScoreRecap
"February 1, 2025 (Saturday)",3 p.m.,Home,Illinois College,"Grinnell, IA/Darby Gymnasium",,,,"W,123-110",Box ScoreRecap
"February 5, 2025 (Wednesday)",7:30 p.m.,Home,Cornell College,"Grinnell, IA/Darby Gymnasium",,,,,WatchLive StatsHistory
"February 8, 2025 (Saturday)",3 p.m.,Home,Lake Forest College,"Grinnell, IA/Darby Gymnasium",,,,,WatchLive StatsHistory
"February 11, 2025 (Tuesday)",7:30 p.m.,Away,Illinois College,"Jacksonville, IL",,,,,History
"February 19, 2025 (Wednesday)",7:30 p.m.,Home,Beloit College,"Grinnell, IA/Darby Gymnasium",,,,,WatchLive StatsHistory
"February 22, 2025 (Saturday)",3 p.m.,Away,Monmouth College,"Monmouth, IL",,,,,History
"February 28, 2025 (Friday)",TBA,Neutral,Semifinal,TBA,,,2025 Midwest Conference Men's Basketball Tournament,,
