Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Booher, Sara",SO-2,11.23m,"36' 10.25""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Booher, Sara",SO-2,11.20m,"36' 9""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Booher, Sara",SO-2,11.20m,"36' 9""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Booher, Sara",SO-2,11.15m,"36' 7""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Booher, Sara",SO-2,11.15m,"36' 7""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Booher, Sara",SO-2,11.06m,"36' 3.5""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Booher, Sara",SO-2,10.88m,"35' 8.5""",Dick Young Classic,"Apr 22, 2023"
,"Booher, Sara",SO-2,10.82m,"35' 6""",Dick Young Classic,"Apr 22, 2023"
,"Booher, Sara",SO-2,10.71m,"35' 1.75""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Booher, Sara",SO-2,10.68m,"35' 0.5""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Booher, Sara",SO-2,10.68m,"35' 0.5""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Booher, Sara",SO-2,10.67m,"35' 0.25""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Booher, Sara",SO-2,10.66m,"34' 11.75""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Booher, Sara",SO-2,10.65m,"34' 11.25""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Booher, Sara",SO-2,10.56m,"34' 7.75""",Dick Young Classic,"Apr 22, 2023"
,"Booher, Sara",SO-2,10.53m,"34' 6.75""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Booher, Sara",SO-2,10.48m,"34' 4.75""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Booher, Sara",SO-2,10.44m,"34' 3""",Dick Young Classic,"Apr 22, 2023"
,"Booher, Sara",SO-2,10.41m,"34' 2""",Dick Young Classic,"Apr 22, 2023"
,"Booher, Sara",SO-2,10.40m,"34' 1.5""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Booher, Sara",SO-2,10.29m,"33' 9.25""",Mustang Open,"Apr 1, 2023"
,"Galowitz, Kylie",FR-1,10.14m,"33' 3.25""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Galowitz, Kylie",FR-1,10.14m,"33' 3.25""",Mustang Open,"Apr 1, 2023"
,"Booher, Sara",SO-2,10.13m,"33' 3""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Booher, Sara",SO-2,10.07m,"33' 0.5""",Mustang Open,"Apr 1, 2023"
,"Booher, Sara",SO-2,10.03m,"32' 11""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Galowitz, Kylie",FR-1,9.88m,"32' 5""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Galowitz, Kylie",FR-1,9.87m,"32' 4.75""",Mustang Open,"Apr 1, 2023"
,"Booher, Sara",SO-2,9.67m,"31' 8.75""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Galowitz, Kylie",FR-1,9.60m,"31' 6""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Galowitz, Kylie",FR-1,9.57m,"31' 4.75""",Dick Young Classic,"Apr 22, 2023"
,"Booher, Sara",SO-2,9.54m,"31' 3.75""",Mustang Open,"Apr 1, 2023"
,"Galowitz, Kylie",FR-1,9.51m,"31' 2.5""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Galowitz, Kylie",FR-1,9.51m,"31' 2.5""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Galowitz, Kylie",FR-1,9.48m,"31' 1.25""",D3 Challenge,"Mar 25, 2023"
,"Galowitz, Kylie",FR-1,9.44m,"30' 11.75""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Galowitz, Kylie",FR-1,9.42m,"30' 11""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Galowitz, Kylie",FR-1,9.39m,"30' 9.75""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Galowitz, Kylie",FR-1,9.37m,"30' 9""",Mustang Open,"Apr 1, 2023"
,"Galowitz, Kylie",FR-1,9.33m,"30' 7.5""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Galowitz, Kylie",FR-1,9.26m,"30' 4.75""",Dick Young Classic,"Apr 22, 2023"
,"Galowitz, Kylie",FR-1,9.13m,"29' 11.5""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Galowitz, Kylie",FR-1,9.12m,"29' 11.25""",Dick Young Classic,"Apr 22, 2023"
,"Galowitz, Kylie",FR-1,9.10m,"29' 10.25""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Galowitz, Kylie",FR-1,8.86m,"29' 1""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Myers-Rafferty, Emma",SO-2,8.18m,"26' 10""",Rittgers Invitational,"Apr 7, 2023"
,"Myers-Rafferty, Emma",SO-2,8.00m,"26' 3""",Rittgers Invitational,"Apr 7, 2023"
