Unnamed: 0,Time,Athletes,Meet,Meet Date
,49.21,"Edassery, Taylor, Crowe, Carchidi",Midwest Conference Outdoor Championships,"May 12, 2023"
,49.50,"Edassery, Taylor, Crowe, Carchidi",2023 Kip Janvrin Open,"Apr 27, 2023"
,49.95,"Edassery, Taylor, Crowe, Carchidi",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,51.06,"Edassery, Taylor, Crowe, Carchidi",Dick Young Classic,"Apr 22, 2023"
,1:03.32,,Dick Young Classic,"Apr 22, 2023"
,1:04.32,,Dick Young Classic,"Apr 22, 2023"
