Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Carchidi, Eva",JR-3,12.43,Monmouth College Fighting Scot Outdoor,"May 6, 2023",0.8
,"Carchidi, Eva",JR-3,12.56,Midwest Conference Outdoor Championships,"May 12, 2023",-1.3
,"Edassery, Sonia",JR-3,12.77,Monmouth College Fighting Scot Outdoor,"May 6, 2023",0.8
,"Carchidi, Eva",JR-3,12.84,Dick Young Classic,"Apr 22, 2023",0.4
,"Carchidi, Eva",JR-3,13.12,Norse Invite,"Apr 15, 2023",-1.8
,"Carchidi, Eva",JR-3,13.2,Rittgers Invitational,"Apr 7, 2023",0.8
,"Edassery, Sonia",JR-3,13.35,Norse Invite,"Apr 15, 2023",-0.5
,"Taylor, Ava",SO-2,13.44,Dick Young Classic,"Apr 22, 2023",0.4
,"Edassery, Sonia",JR-3,13.59,Rittgers Invitational,"Apr 7, 2023",-1.8
,"Taylor, Ava",SO-2,13.71,Rittgers Invitational,"Apr 7, 2023",0.8
,"Oden, Melanie",SO-2,13.72,2023 Kip Janvrin Open,"Apr 27, 2023",-1.0
,"Oden, Melanie",SO-2,13.82,Dick Young Classic,"Apr 22, 2023",0.4
,"Oden, Melanie",SO-2,13.84,Norse Invite,"Apr 15, 2023",0.4
,"Voinescu, Isa",FR-1,13.91,Midwest Conference Outdoor Championships,"May 12, 2023",1.7
,"Frasca, Athena",JR-3,14.05,Norse Invite,"Apr 15, 2023",0.4
,"Ong, Caitlin",FR-1,14.54,2023 Kip Janvrin Open,"Apr 27, 2023",-0.5
,"Strovers, Maddy",FR-1,14.99,Monmouth College Fighting Scot Outdoor,"May 6, 2023",1.5
,"Goodman, Jessie",FR-1,14.99,Norse Invite,"Apr 15, 2023",0.4
,"Goodman, Jessie",FR-1,15.01,Dick Young Classic,"Apr 22, 2023",0.4
,"Strovers, Maddy",FR-1,15.16,Mustang Open,"Apr 1, 2023",1.0
,"Natalie, Alexandra",FR-1,15.43,Monmouth College Fighting Scot Outdoor,"May 6, 2023",1.5
,"Strovers, Maddy",FR-1,15.55,2023 Kip Janvrin Open,"Apr 27, 2023",-0.5
,"Natalie, Alexandra",FR-1,15.57,Midwest Conference Outdoor Championships,"May 12, 2023",1.6
,"Strovers, Maddy",FR-1,15.58,Dick Young Classic,"Apr 22, 2023",0.4
,"Natalie, Alexandra",FR-1,15.69,Dick Young Classic,"Apr 22, 2023",0.4
,"Natalie, Alexandra",FR-1,16.0,Mustang Open,"Apr 1, 2023",1.0
,"Natalie, Alexandra",FR-1,16.01,2023 Kip Janvrin Open,"Apr 27, 2023",-0.5
,"Natalie, Alexandra",FR-1,16.26,Norse Invite,"Apr 15, 2023",-0.9
,"Natalie, Alexandra",FR-1,16.37,Rittgers Invitational,"Apr 7, 2023",-1.8
