Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 8, 2012 (Saturday)",12 p.m.,Neutral,Cornell College,"Lake Forest, IL",,,,"L,0-9",RecapResults
"September 8, 2012 (Saturday)",3 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"L,0-9",RecapResults
"September 12, 2012 (Wednesday)",3 p.m.,Away,Millikin University,"Decatur, IL",,,,"W,6-3",RecapResults
"September 13, 2012 (Thursday)",3:30 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"L,3-6",RecapResults
"September 16, 2012 (Sunday)",12 p.m.,Neutral,Grinnell College,"Galesburg, IL",,,,"L,0-9",RecapResults
"September 16, 2012 (Sunday)",3 p.m.,Away,Knox College,"Galesburg, IL",,,,"L,0-9",RecapResults
"September 20, 2012 (Thursday)",3 p.m.,Away,Millikin University,"Decatur, IL",,,,"W,6-3",RecapResults
"September 22, 2012 (Saturday)",10 a.m.,Home,Blackburn College,"Jacksonville, IL/Bellatti Tennis Complex",,,,"W,5-4",RecapResults
"October 2, 2012 (Tuesday)",4 p.m.,Home,Knox College,"Jacksonville, IL/Bellatti Tennis Complex",,,Play for the Cure,"L,0-9",RecapResults
"October 3, 2012 (Wednesday)",3 p.m.,Home,Millikin University,"Jacksonville, IL/Bellatti Tennis Complex",,,,"W,5-4",RecapResults
"October 12, 2012 (Friday)",TBA,Neutral,MWC Championships,"Madison, WI",,,,10th/11 teams,RecapResults
