Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2015 (Tuesday)",7:30 PM,Away,Wartburg College,"Waverly, IA",,,"L,1-2",Box ScoreRecap
"September 5, 2015 (Saturday)",2:00 PM,Home,Simpson College,"Grinnell, IA",,,"W,2-1(2 OT)",Box ScoreRecap
"September 11, 2015 (Friday)",4:00 PM,Away,Carleton College,"Northfield, MN",,,"L,0-1(1 OT)",Box ScoreRecap
"September 12, 2015 (Saturday)",7:30 PM,Away,Augsburg College,"Minneapolis, MN",,,"L,0-4",Box ScoreRecap
"September 16, 2015 (Wednesday)",4:00 PM,Home,Buena Vista University,"Grinnell, IA",,,"W,1-0(2 OT)",Box ScoreRecap
"September 19, 2015 (Saturday)",1:00 PM,Away,Knox College,"Galesburg, IL",,,"L,0-1(1 OT)",Box ScoreRecap
"September 23, 2015 (Wednesday)",7:00 PM,Away,Coe College,"Cedar Rapids, IA",,,"L,0-1",Box ScoreRecap
"September 26, 2015 (Saturday)",11:00 AM,Home,Ripon College,"Grinnell, IA",,,"L,0-1",Box ScoreRecap
"October 3, 2015 (Saturday)",11:00 AM,Home,Lake Forest College,"Grinnell, IA",,,"L,2-4",Box ScoreRecap
"October 4, 2015 (Sunday)",11:00 AM,Home,Carroll University,"Grinnell, IA",,,"L,0-2",Box ScoreRecap
"October 10, 2015 (Saturday)",Noon,Home,Monmouth College,"Grinnell, IA",,,"W,2-0",Box ScoreRecap
"October 11, 2015 (Sunday)",1:30 PM,Away,Cornell College,"Mount Vernon, IA",,,"W,3-0",Box ScoreRecap
"October 17, 2015 (Saturday)",11:00 AM,Away,Lawrence University,"Appleton, WI",,,"L,1-2",Box ScoreRecap
"October 18, 2015 (Sunday)",11:00 AM,Away,St. Norbert College,De Pere. WI,,,"L,0-1",Box ScoreRecap
"October 24, 2015 (Saturday)",3:00 PM,Away,Illinois College,"Jacksonville, IL",,,"L,0-2",Box ScoreRecap
"October 28, 2015 (Wednesday)",4:00 PM,Home,University of Wisconsin-Platteville,"Grinnell, IA",,,"W,2-0",Box ScoreRecap
"October 31, 2015 (Saturday)",11:00 AM,Home,Beloit College,"Grinnell, IA",,,"W,2-0",Box ScoreRecap
