Statistic,High,Player,Opponent
POINTS,4,"Reid, Samantha Esme Kayim-Yanko",Buena Vista (9/7/2019) Bethany Lutheran (9/14/2019)
GOALS,2,"Reid, Samantha Esme Kayim-Yanko",Buena Vista (9/7/2019) Bethany Lutheran (9/14/2019)
ASSISTS,2,"Moosman, Crys",Buena Vista (9/7/2019)
SHOTS,10,"Alvarez, Valencia",Buena Vista (9/7/2019)
SHOTS ON GOAL,6,Valencia Alvarez,Lawrence University (9/29/2019)
SAVES,14,"Hunt, Elizabeth",Carleton (9/8/2019)
FOULS,2,"Carr, Cally Kayim-Yanko, Esme Radakovich, Alyssa Bambi, Simo","Dubuque, Univ. of, (8/30/2019) Edgewood College (9/21/2019) Neb. Wesleyan (9/24/2019) St. Norbert (10/20/2019)"
