Date,Opponent,Score,Minutes,GA,GAAvg,Saves,Save %,W,L,T,SHO,Faced
8/30/2019,"Dubuque, Univ. of,",0-2,90:00,2,2.0,8,0.8,0,1,0,0,21
9/5/2019,Coe,0-1,90:00,1,1.5,5,0.833,0,1,0,0,7
9/7/2019,Buena Vista,7-0,90:00,0,1.0,0,0.0,1,0,0,1,0
9/8/2019,Carleton,1-5,90:00,5,2.0,14,0.737,0,1,0,0,31
9/14/2019,Bethany Lutheran,3-0,90:00,0,1.6,0,0.0,1,0,0,1,4
9/18/2019,Simpson,1-1,90:00,1,1.5,8,0.889,0,0,1,0,13
9/21/2019,Edgewood College,1-0,90:00,0,1.29,4,1.0,1,0,0,1,7
9/24/2019,Neb. Wesleyan,0-2,90:00,2,1.38,6,0.75,0,1,0,0,12
9/28/2019,Lake Forest,0-0,110:00,0,1.19,8,1.0,0,0,1,1,11
9/29/2019,Lawrence University,2-0,90:00,0,1.08,3,1.0,1,0,0,1,3
10/5/2019,Beloit,5-0,90:00,0,0.98,0,0.0,1,0,0,1,1
10/12/2019,Knox,0-1,90:00,1,0.98,9,0.9,0,1,0,0,18
10/19/2019,Ripon,3-2,90:00,2,1.06,3,0.6,1,0,0,0,9
10/20/2019,St. Norbert,1-1,110:00,1,1.04,7,0.875,0,0,1,0,14
10/23/2019,Cornell College,0-1,90:00,1,1.04,2,0.667,0,1,0,0,6
10/26/2019,Monmouth College,1-2,90:00,2,1.09,10,0.833,0,1,0,0,19
11/02/2019,Illinois Col.,3-0,90:00,0,1.03,2,1.0,1,0,0,1,3
Totals,,-,1570,18,1.03,89,0.832,7,7,3,7,179
Opponent,,-,1570:00,28,1.61,124,0.816,7,7,3,5,270
